Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
e-lowe,e,lowe, 01/01  01:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60308343,14.85977903,0,14.85970356,0,21.00000756,20.75523617,15.8786802,1,1,10.5,21.055,0,506136.2382,0,260827.0721,0
e-lowe,e,lowe, 01/01  02:00:00,7,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.56333455,15.21543502,0,15.21536778,0,20.9999829,20.73602865,15.72881679,1,1,10.5,21.055,0,456740.5752,0,260827.0721,0
e-lowe,e,lowe, 01/01  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.58501475,15.19179838,0,15.19173056,0,21.00001792,20.7091192,15.72557182,1,1,10.5,21.055,0,481234.4614,0,260827.0721,0
e-lowe,e,lowe, 01/01  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.58022775,15.17621532,0,15.17614513,0,21.00005439,20.6865542,15.8704769,1,1,10.5,21.055,0,501472.7383,0,260827.0721,0
e-lowe,e,lowe, 01/01  05:00:00,6.375,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55363924,14.90529378,0,14.90521787,0,21.00007322,20.65747003,16.15288336,1,1,10.5,21.055,0,566090.9659,0,260827.0721,0
e-lowe,e,lowe, 01/01  06:00:00,6,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49651117,14.73858115,0,14.73850256,0,21.00007945,20.63087077,16.39739495,1,1,10.5,21.055,0,615361.8386,0,260827.0721,0
e-lowe,e,lowe, 01/01  07:00:00,4.75,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44546274,14.24080257,0,14.24072595,0,21.00010201,20.60499052,16.70198942,1,1,10.5,21.055,0,723446.4046,0,260827.0721,0
e-lowe,e,lowe, 01/01  08:00:00,5.25,0.51,53136.01126,29.20373028,105133.429,0.720377913,97.96346115,80.2978971,15.70446868,0.725135996,97.64431007,80.62430889,15.02933252,16.53064669,59510.32809,0.691824145,92.56616842,76.25333793,14.32325501,12.67308359,45623.10093,147.0864671,0.941509737,133.5503032,0,19.4860286,16.25261418,0,16.16124701,0,21.00004242,20.73798575,16.10673085,1,1,10.5,21.055,0,487325.032,0,260827.0721,0
e-lowe,e,lowe, 01/01  09:00:00,7.25,0.51,72576.01538,63.32094846,227955.4144,0.880190708,199.9583887,146.7787011,38.02928036,0.863058915,193.7998468,143.9863161,34.51816951,40.04465187,144160.7467,0.697358672,163.4001663,116.6666546,31.44350886,23.27629659,83794.66773,680.9437139,5.910951539,621.7921834,0,19.91150444,18.51089932,0,18.0730181,0,20.99910353,20.98063935,14.74136762,1,1,10.5,21.055,0,43179.38295,0,260827.0721,0
e-lowe,e,lowe, 01/01  10:00:00,10.5,0.3,72576.01538,2.607643851,9387.517864,0.804937089,129.0586658,63.13731819,36.01606685,0.761484111,121.397887,60.0443139,31.21901171,1.312539391,4725.141809,0.484218926,99.26919707,39.60920367,29.53374687,1.29510446,4662.376055,560.5853309,6.602308305,491.4831723,0,20.33296366,18.06217901,0,18.0221906,0,21.03148493,21.02158735,14.47288143,1,1,10.5,21.055,0,37209.82752,0,260827.0721,0
e-lowe,e,lowe, 01/01  11:00:00,13.25,0.3,53136.01126,37.14289423,133714.4192,0,73.05315728,0,33.88663485,0,70.4139827,0,29.07993595,19.14956266,68938.42557,0,69.21287661,0,29.08057004,17.99333157,64775.99366,525.5003949,6.119750107,459.0023236,0,20.56372655,19.28750654,0,19.26241154,0,21.10501937,21.10012429,14.01543608,1,1,10.5,21.055,0,0,0,260827.0721,0
e-lowe,e,lowe, 01/01  12:00:00,14.625,0.3,42768.00906,60.74516591,218682.5973,0,76.24749505,0,37.95266479,0,77.22061671,0,32.51881911,32.49382586,116977.7731,0,72.79087908,0,32.51961961,28.25134005,101704.8242,563.2587292,6.086220472,494.7919145,0,20.77118262,20.02025595,0,19.92820581,0,21.37941762,21.30727018,12.73359485,1,1,10.5,21.055,0,0,0,260827.0721,0
e-lowe,e,lowe, 01/01  13:00:00,15.625,0.3,42768.00906,59.85245336,215468.8321,0,70.14374097,0,37.71238561,0,72.36454055,0,32.33593061,32.60809049,117389.1258,0,66.77365937,0,32.33668485,27.24436287,98079.70633,557.4804349,5.958619021,489.722114,0,21.01685287,20.41773703,0,20.30074988,0,21.65528116,21.51912968,11.52170905,1,1,10.5,21.055,0,0,0,260827.0721,0
