Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
e-clear,e,clear, 01/01  01:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89014238,15.22701916,0,15.22694597,0,20.9999763,20.95115113,14.66253729,1,1,10.5,21.055,0,321342.8926,0,322532.0731,0
e-clear,e,clear, 01/01  02:00:00,7,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82429987,15.55871373,0,15.55864856,0,20.9999397,20.91731395,14.65034119,1,1,10.5,21.055,0,278331.9147,0,322532.0731,0
e-clear,e,clear, 01/01  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82380577,15.52154265,0,15.52147694,0,20.99996747,20.8753012,14.755968,1,1,10.5,21.055,0,300730.4304,0,322532.0731,0
e-clear,e,clear, 01/01  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.79624518,15.49146704,0,15.49139904,0,21.00000571,20.83670584,14.98398221,1,1,10.5,21.055,0,318356.3217,0,322532.0731,0
e-clear,e,clear, 01/01  05:00:00,6.375,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74836274,15.2146595,0,15.21458596,0,21.00002641,20.79313235,15.3273024,1,1,10.5,21.055,0,382539.2065,0,322532.0731,0
e-clear,e,clear, 01/01  06:00:00,6,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67080922,15.03947272,0,15.03939658,0,21.00003322,20.75296177,15.63752199,1,1,10.5,21.055,0,435585.4416,0,322532.0731,0
e-clear,e,clear, 01/01  07:00:00,4.75,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6022122,14.54623148,0,14.54615747,0,21.0000603,20.71586428,15.98932189,1,1,10.5,21.055,0,549326.897,0,322532.0731,0
e-clear,e,clear, 01/01  08:00:00,5.25,0.51,53136.01126,72.35063765,260462.2955,0.720377913,97.96346115,80.2978971,15.70446868,0.725135996,97.64431007,80.62430889,15.02933252,38.7557595,139520.7342,0.691824145,92.56616842,76.25333793,14.32325501,33.59487815,120941.5614,174.1789258,1.138255238,158.4591417,0,19.66085006,16.12386832,0,16.05627524,0,21.00002256,20.87091921,15.26661114,1,1,10.5,21.055,0,320018.2334,0,322532.0731,0
e-clear,e,clear, 01/01  09:00:00,7.25,0.51,72576.01538,138.9770643,500317.4316,0.880190708,199.9583887,146.7787011,38.02928036,0.863058915,193.7998468,143.9863161,34.51816951,80.45845079,289650.4229,0.697358672,163.4001663,116.6666546,31.44350886,58.51861354,210667.0087,808.6492988,6.317322379,739.9552323,0,20.19490986,18.1512086,0,17.82224199,0,21.26179971,21.31175165,12.62565027,1,1,10.5,21.055,0,0,0,322532.0731,5107.885061
e-clear,e,clear, 01/01  10:00:00,10.5,0.3,72576.01538,20.59156573,74129.63664,0.804937089,129.0586658,63.13731819,36.01606685,0.761484111,121.397887,60.0443139,31.21901171,10.20970265,36754.92953,0.484218926,99.26919707,39.60920367,29.53374687,10.48840605,37758.26178,661.2379674,7.311182792,580.9878827,0,20.73752794,18.17728508,0,18.14680577,0,21.46500338,21.47703403,11.60360626,1,1,10.5,21.055,0,0,0,322532.0731,4444.781121
e-clear,e,clear, 01/01  11:00:00,13.25,0.3,53136.01126,82.43653167,296771.514,0,73.05315728,0,33.88663485,0,70.4139827,0,29.07993595,42.00735965,151226.4947,0,69.21287661,0,29.08057004,40.42917203,145545.0193,615.4326015,6.842407817,538.2071617,0,21.03199334,19.35265434,0,19.33410638,0,21.63675343,21.62188279,10.82624341,1,1,10.5,21.055,0,0,0,322532.0731,4449.779341
e-clear,e,clear, 01/01  12:00:00,14.625,0.3,42768.00906,108.6880661,391277.0381,0,76.24749505,0,37.95266479,0,77.22061671,0,32.51881911,57.24643286,206087.1583,0,72.79087908,0,32.51961961,51.44163328,185189.8798,659.6476103,6.809330546,580.1363335,0,21.2965481,20.06781628,0,20.00000771,0,21.9672871,21.88382242,9.537323125,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  13:00:00,15.625,0.3,42768.00906,103.2064732,371543.3036,0,70.14374097,0,37.71238561,0,72.36454055,0,32.33593061,55.26976014,198971.1365,0,66.77365937,0,32.33668485,47.93671308,172572.1671,652.7264105,6.684978687,574.0383334,0,21.58687858,20.50566539,0,20.41961413,0,22.28311846,22.13792823,8.44545463,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  14:00:00,16.625,0.3,42768.00906,97.34019798,350424.7127,0,65.35464012,0,39.22518259,0,65.6504781,0,33.35136729,51.29798639,184672.751,0,61.6614779,0,33.35265666,46.04221159,165751.9617,629.1315107,6.878842174,548.0053083,0,21.86060201,20.93638338,0,20.87322488,0,22.57539216,22.38163657,7.557618386,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  15:00:00,15.125,0.3,42768.00906,51.41425158,185091.3057,0,56.75909625,0,37.08457852,0,54.2584059,0,31.06450423,27.28838314,98238.17931,0,51.86127069,0,31.06655992,24.12586844,86853.12638,563.4502013,7.018749623,481.5342769,0,22.08095706,20.30652693,0,20.26901686,0,22.60111662,22.43983217,7.324216918,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  16:00:00,14,0.3,42768.00906,12.16267143,43785.61713,0,42.06339903,0,30.69561902,0,37.31155715,0,24.74139546,6.396404349,23027.05566,0,36.76360242,0,24.7448379,5.766267076,20758.56148,399.5288802,5.986788447,331.1118629,0,22.04790045,19.60453772,0,19.59471017,0,22.38173283,22.30755037,7.626016037,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  17:00:00,12.75,0.3,42768.00906,0,0,0,3.176625256,0,2.488977235,0,2.768953541,0,2.031866493,0,0,0,2.764789018,0,2.032099577,0,0,32.14755891,0.122099308,25.9540146,0,21.79180125,18.51006512,0,18.50990547,0,22.08751351,22.048292,8.460667018,1,1,10.5,21.055,0,9959.102586,0,322532.0731,0
e-clear,e,clear, 01/01  18:00:00,10.125,0.51,42768.00906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.45188111,17.4518825,0,17.45178024,0,21.74358651,21.77562325,9.511629585,1,1,10.5,21.055,0,23160.55598,0,322532.0731,0
e-clear,e,clear, 01/01  19:00:00,8.375,0.525,110160.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.10681977,16.62251288,0,16.62242582,0,21.41109999,21.5212318,10.7225057,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  20:00:00,8.625,0.975,129600.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8191749,16.59518431,0,16.59510146,0,21.41468005,21.47251925,10.84757504,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  21:00:00,8.375,0.975,129600.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7363455,16.59936633,0,16.59927232,0,21.52874822,21.52485323,10.59308021,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  22:00:00,7.375,0.75,129600.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.68063184,16.30500571,0,16.30489886,0,21.36472772,21.41389132,11.42175011,1,1,10.5,21.055,0,0,0,322532.0731,0
e-clear,e,clear, 01/01  23:00:00,5.125,0.75,110160.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45362643,15.4046246,0,15.4045135,0,21.03115703,21.13648311,13.35970116,1,1,10.5,21.055,0,171092.1531,0,322532.0731,0
e-clear,e,clear, 01/01  24:00:00,4,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13138233,14.72504547,0,14.72495078,0,21.00044761,21.00296973,14.33983527,1,1,10.5,21.055,0,426697.642,0,322532.0731,0
e-clear,e,clear, 01/02  01:00:00,4,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8743701,14.59702458,0,14.59693615,0,21.00002144,20.92923395,14.87807649,1,1,10.5,21.055,0,446576.5905,0,322532.0731,0
e-clear,e,clear, 01/02  02:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.73089919,15.18381715,0,15.18373558,0,21.0000148,20.89340002,15.16135412,1,1,10.5,21.055,0,358701.6333,0,322532.0731,0
e-clear,e,clear, 01/02  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.71816103,15.55139232,0,15.55131229,0,21.0000305,20.86371611,15.49062376,1,1,10.5,21.055,0,305275.4891,0,322532.0731,0
e-clear,e,clear, 01/02  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74886431,15.57116684,0,15.57107375,0,21.00003358,20.83048917,15.8742362,1,1,10.5,21.055,0,318793.7291,0,322532.0731,0
