Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
n-clear,n,clear, 01/01  01:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.63404241,15.07407893,0,15.07400586,0,20.99999879,20.7803491,15.74061607,1,1,10.5,21.055,0,502914.5893,0,240280.6153,0
n-clear,n,clear, 01/01  02:00:00,7,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59234947,15.41868096,0,15.41861588,0,20.99997672,20.75969963,15.58376594,1,1,10.5,21.055,0,453344.3101,0,240280.6153,0
n-clear,n,clear, 01/01  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.61279283,15.39290723,0,15.39284161,0,21.00001285,20.73188917,15.57945575,1,1,10.5,21.055,0,477421.6671,0,240280.6153,0
n-clear,n,clear, 01/01  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60679982,15.37591203,0,15.37584411,0,21.00004912,20.708475,15.73202938,1,1,10.5,21.055,0,497622.8113,0,240280.6153,0
n-clear,n,clear, 01/01  05:00:00,6.375,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57916523,15.11176227,0,15.1116888,0,21.00006813,20.67886376,16.02262262,1,1,10.5,21.055,0,561774.8652,0,240280.6153,0
n-clear,n,clear, 01/01  06:00:00,6,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52114395,14.94827467,0,14.9481986,0,21.00007534,20.65175327,16.27220701,1,1,10.5,21.055,0,610783.853,0,240280.6153,0
n-clear,n,clear, 01/01  07:00:00,4.75,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.46936396,14.46551897,0,14.46544502,0,21.00009964,20.62578213,16.58047265,1,1,10.5,21.055,0,718102.29,0,240280.6153,0
n-clear,n,clear, 01/01  08:00:00,5.25,0.51,53136.01126,0,0,0,6.058606104,0,4.743960557,0,5.522236509,0,4.058821909,0,0,0,5.37670501,0,4.05893259,0,0,57.09646328,0.346542678,45.80439432,0,19.43286306,14.76645772,0,14.76425544,0,21.00006354,20.64351666,16.70396533,1,1,10.5,21.055,0,609720.2587,0,240280.6153,0
n-clear,n,clear, 01/01  09:00:00,7.25,0.51,72576.01538,0,0,0,30.01864035,0,21.1118886,0,28.15481875,0,17.91208439,0,0,0,26.99233922,0,17.91284716,0,0,305.8534369,4.588316755,253.8146218,0,19.56214747,15.96270056,0,15.94534473,0,20.99998072,20.75143312,16.12134519,1,1,10.5,21.055,0,287573.895,0,240280.6153,0
n-clear,n,clear, 01/01  10:00:00,10.5,0.3,72576.01538,5.417704068,19503.73464,0,46.89817295,0,30.68786013,0,44.01017961,0,26.14261444,2.696894175,9708.819032,0,43.47731916,0,26.14353332,2.720809892,9794.915612,489.6487726,6.448305807,418.7391365,0,19.80617802,17.47409635,0,17.46594645,0,20.99998193,20.85902824,15.46854182,1,1,10.5,21.055,0,149714.5023,0,240280.6153,0
