Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
s-exist,s,exist, 01/01  01:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16905738,10.30604658,0,10.30591006,0,21.51832673,21.80315156,9.805060172,1,1,10.5,21.055,0,16247.17168,0,406148.8573,0
s-exist,s,exist, 01/01  02:00:00,7,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86270268,10.74083384,0,10.74071027,0,21.35992367,21.58522189,10.76439497,1,1,10.5,21.055,0,0,0,406148.8573,0
s-exist,s,exist, 01/01  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.651984,10.69116395,0,10.6910392,0,21.10254572,21.31123996,12.22647389,1,1,10.5,21.055,0,0,0,406148.8573,0
s-exist,s,exist, 01/01  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43519929,10.63167969,0,10.63155036,0,21.00165503,21.12986691,13.28451351,1,1,10.5,21.055,0,118031.8293,0,406148.8573,0
s-exist,s,exist, 01/01  05:00:00,6.375,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25522276,10.13837602,0,10.13823684,0,21.00005317,21.01123919,14.01753275,1,1,10.5,21.055,0,287630.1112,0,406148.8573,0
s-exist,s,exist, 01/01  06:00:00,6,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07431016,9.855426619,0,9.855282798,0,21.0000452,20.90794724,14.67346163,1,1,10.5,21.055,0,411214.6946,0,406148.8573,0
s-exist,s,exist, 01/01  07:00:00,4.75,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9100769,8.881797687,0,8.881657174,0,21.00009148,20.79824701,15.43658874,1,1,10.5,21.055,0,594023.236,0,406148.8573,0
s-exist,s,exist, 01/01  08:00:00,5.25,0.51,53136.01126,381.9964272,1375187.138,0.72706493,193.4797731,162.3828142,29.13337611,0.724465692,190.8951155,160.8180726,28.08375699,190.9914576,687569.2475,0.724501401,190.9039178,160.8260751,28.08525939,191.0049695,687617.8903,1175.863056,1.725995191,449.5471049,0,20.14042278,10.53114118,0,10.53104966,0,21.11857235,21.23184549,13.20405746,1,1,10.5,21.055,0,245513.9047,0,406148.8573,7487.201707
s-exist,s,exist, 01/01  09:00:00,7.25,0.51,72576.01538,1429.889977,5147603.919,0.925884486,565.4056009,470.5681141,79.67488748,0.85818054,522.482432,435.0257385,72.14850377,714.9484227,2573814.322,0.85818054,522.4797507,435.0257385,72.14926654,714.9415546,2573789.597,11609.60379,7.127154288,9028.123094,0,22.45427872,14.90059919,0,14.90043153,0,23.35173876,23.90457425,5.787812949,0.25,0.75,10.5,21.055,0,27213.0579,0,406148.8573,192165.5012
s-exist,s,exist, 01/01  10:00:00,10.5,0.3,72576.01538,1736.59727,6251750.173,0.872491258,691.2463415,570.1343303,91.18346672,0.753329584,600.4136981,491.8874535,78.37177599,868.3035827,3125892.898,0.753329584,600.4092724,491.8874535,78.37269487,868.2936876,3125857.275,24172.33547,9.93059442,10349.89432,0,25.4734095,18.49094267,0,18.4907523,0,23.99919333,25.38421612,7.486379294,0,0,10.5,21.055,0,0,0,406148.8573,841309.0255
s-exist,s,exist, 01/01  11:00:00,13.25,0.3,53136.01126,1692.708958,6093752.248,0.832679152,722.9343544,590.4824403,90.44712521,0.660364173,584.5521046,468.3475538,73.93850912,846.360367,3046897.321,0.660364173,584.5465584,468.3475538,73.93914321,846.3485908,3046854.927,14919.00585,10.69704994,3695.879688,0,27.02255788,20.38140222,0,20.3811984,0,23.99976481,25.68538177,8.427022963,0,0,10.5,21.055,0,0,0,406148.8573,1050222.482
s-exist,s,exist, 01/01  12:00:00,14.625,0.3,42768.00906,1372.258923,4940132.124,0.825248982,684.0850322,543.6879158,91.93295358,0.573371947,497.1256773,378.2792347,70.07827247,686.4809468,2471331.408,0.572795276,496.7219532,377.9175603,70.04341444,685.7779764,2468800.715,3528.120464,11.03701801,3179.546298,0,27.56830118,20.63888299,0,20.63469798,0,23.99976609,25.6981762,8.405791939,0,0,10.5,21.055,0,0,0,406148.8573,1038771.701
