Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
B1Wlowe,W,Lowe, 01/01  01:00:00,14.875,0.975,35493.11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05687021,20.4846053,0,20.4846053,0,23.99281856,24.04028319,6.231224727,1,1,13,21.83,0,0,0,183673.0769,46679.05567
B1Wlowe,W,Lowe, 01/01  02:00:00,12.375,0.975,35493.11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.93872037,19.56819322,0,19.56819322,0,23.85251329,23.90473348,5.970383981,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  03:00:00,12,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.78875583,19.35264111,0,19.35264111,0,23.69734041,23.76625157,5.709984956,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  04:00:00,12,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63710503,19.31744601,0,19.31744601,0,23.60289487,23.66771355,5.554214348,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  05:00:00,12.625,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.49948023,19.57521188,0,19.57521188,0,23.57468198,23.61711399,5.497963587,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  06:00:00,13,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.39647453,19.6682529,0,19.6682529,0,23.57165899,23.58747717,5.495484549,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  07:00:00,13,0.75,55969.9173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.32807823,19.66858973,0,19.66858973,0,23.53217994,23.54732494,5.450190179,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  08:00:00,13,0.51,55969.9173,0,0,0,7.796051457,0,6.407691145,0,7.814715968,0,6.407696298,0,0,0,7.824107702,0,6.407696298,0,0,31.34313545,0,23.33555516,19.96685424,0,19.96712056,0,23.69096272,23.64284997,5.607103522,1,1,13,21.83,0,0,0,183673.0769,0
B1Wlowe,W,Lowe, 01/01  09:00:00,13.625,0.51,76446.71631,0,0,0,38.0419744,0,30.79277899,0,38.09854487,0,30.79280376,0,0,0,38.22873416,0,30.79280376,0,0,160.5832558,0,23.49856189,21.20232154,0,21.20603298,0,23.98738533,23.89568335,6.087793777,1,1,13,21.83,0,0,0,183673.0769,71836.3224
B1Wlowe,W,Lowe, 01/01  10:00:00,14.625,0.3,76446.71631,5.17682241,18636.56068,0,52.26655186,0,42.69833632,0,52.42064396,0,42.69837066,2.577973609,9280.704991,0,52.47557477,0,42.69837066,2.598848801,9355.855684,231.3622919,0,23.58900051,22.03089898,0,22.03248452,0,23.99996133,23.96606452,6.20109015,1,1,13,21.83,0,0,0,183673.0769,50116.36438
