Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
C1Sclear,S,Clear, 01/01  01:00:00,14.875,0.975,35493.11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.21853039,20.63116397,0,20.63116397,0,23.99987897,24.13291742,6.23102025,1,1,13,21.83,0,0,0,240491.9425,118720.6202
C1Sclear,S,Clear, 01/01  02:00:00,12.375,0.975,35493.11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.10745275,19.74662145,0,19.74662145,0,24.00367252,24.07197767,6.168732312,1,1,13,21.83,0,0,0,240491.9425,26204.15253
C1Sclear,S,Clear, 01/01  03:00:00,12,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.99262362,19.58100058,0,19.58100058,0,23.99484659,24.02353611,6.13660679,1,1,13,21.83,0,0,0,240491.9425,0
C1Sclear,S,Clear, 01/01  04:00:00,12,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.86733953,19.56480315,0,19.56480315,0,23.93000508,23.95149503,6.029247779,1,1,13,21.83,0,0,0,240491.9425,0
C1Sclear,S,Clear, 01/01  05:00:00,12.625,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.74931328,19.82717494,0,19.82717494,0,23.91645434,23.91550906,6.009635383,1,1,13,21.83,0,0,0,240491.9425,0
C1Sclear,S,Clear, 01/01  06:00:00,13,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66109738,19.92438666,0,19.92438666,0,23.93099322,23.89952586,6.054594338,1,1,13,21.83,0,0,0,240491.9425,0
C1Sclear,S,Clear, 01/01  07:00:00,13,0.75,55969.9173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60349985,19.93122768,0,19.93122768,0,23.90329557,23.86982174,6.0272498,1,1,13,21.83,0,0,0,240491.9425,0
C1Sclear,S,Clear, 01/01  08:00:00,13,0.51,55969.9173,20.90214803,75247.73292,0.499999598,29.88662526,9.827782918,18.60801662,0.5,29.91084873,9.827790822,18.60803158,10.45123514,37624.44651,0.5,29.91048309,9.827790822,18.60803158,10.45091289,37623.28641,103.3603437,0,23.64894692,20.45592895,0,20.4559235,0,23.99099073,23.9677015,6.238400888,1,1,13,21.83,0,0,0,240491.9425,44770.69851
C1Sclear,S,Clear, 01/01  09:00:00,13.625,0.51,76446.71631,153.7667299,553560.2278,0.999999196,103.7744875,35.71457636,60.25953328,1,103.8952613,35.71460508,60.25958174,76.88456961,276784.4506,1,103.8934378,35.71460508,60.25958174,76.88216034,276775.7772,619.5449267,0,23.98105892,22.02301994,0,22.02299237,0,23.99978182,24.21049193,6.620502139,1,1,13,21.83,0,0,0,240491.9425,264940.8568
C1Sclear,S,Clear, 01/01  10:00:00,14.625,0.3,76446.71631,78.40910518,282272.7786,0.999999196,70.06260732,8.164641542,52.14994602,1,70.23246844,8.164648109,52.14998796,39.20624694,141142.489,1,70.22990282,8.164648109,52.14998796,39.20285824,141130.2897,632.7148588,0,24.07462912,21.91172595,0,21.91168715,0,23.9998806,24.23570722,6.528070912,1,1,13,21.83,0,0,0,240491.9425,218926.9976
