Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
B1Nlowe,N,Lowe, 01/01  01:00:00,14.875,0.975,35493.11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.92416883,20.24195467,0,20.24195467,0,23.94291982,23.95068661,6.195254339,1,1,13,21.83,0,0,0,138411.6083,11262.40914
B1Nlowe,N,Lowe, 01/01  02:00:00,12.375,0.975,35493.11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.78349819,19.2825807,0,19.2825807,0,23.62981486,23.71486332,5.686770211,1,1,13,21.83,0,4534.302348,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  03:00:00,12,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60699582,19.04462228,0,19.04462228,0,23.44742978,23.55032529,5.408925101,1,1,13,21.83,0,0,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  04:00:00,12,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.43949958,18.99610577,0,18.99610577,0,23.3375054,23.43597114,5.261235613,1,1,13,21.83,0,0,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  05:00:00,12.625,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.29035752,19.23975521,0,19.23975521,0,23.29625275,23.37242156,5.20115379,1,1,13,21.83,0,0,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  06:00:00,13,0.975,15016.31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1739016,19.32629468,0,19.32629468,0,23.27917408,23.33053543,5.183434685,1,1,13,21.83,0,0,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  07:00:00,13,0.75,55969.9173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0948588,19.3171845,0,19.3171845,0,23.22917569,23.28002588,5.143666156,1,1,13,21.83,0,0,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  08:00:00,13,0.51,55969.9173,0,0,0,7.837408187,0,6.407691145,0,7.869422325,0,6.407696298,0,0,0,7.858481174,0,6.407696298,0,0,39.17489115,0,23.09194332,19.60886059,0,19.60854964,0,23.37247963,23.3632439,5.218555753,1,1,13,21.83,0,0,0,138411.6083,0
B1Nlowe,N,Lowe, 01/01  09:00:00,13.625,0.51,76446.71631,0,0,0,38.30888066,0,30.79277899,0,38.53911405,0,30.79280376,0,0,0,38.39424094,0,30.79280376,0,0,193.8965771,0,23.25833284,20.86839606,0,20.86426261,0,23.83242987,23.69964226,5.727484449,1,1,13,21.83,0,0,0,138411.6083,12130.30551
B1Nlowe,N,Lowe, 01/01  10:00:00,14.625,0.3,76446.71631,6.509304155,23433.49496,0,52.31647536,0,42.69833632,0,52.50507632,0,42.69837066,3.25912555,11732.85198,0,52.47484145,0,42.69837066,3.250178604,11700.64298,240.1702281,0,23.39695603,21.72676534,0,21.72589716,0,23.91209548,23.81773343,5.955439792,1,1,13,21.83,0,0,0,138411.6083,0
