Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
s-clear,s,clear, 01/01  01:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.21071859,16.7342257,0,16.73415309,0,22.8057855,23.12329209,5.522386354,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  02:00:00,7,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.01417095,16.9892443,0,16.98917924,0,22.75016144,23.00520738,5.66269473,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89783419,16.87257932,0,16.87251369,0,22.57882608,22.82121433,5.992714139,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74849279,16.75758367,0,16.75751548,0,22.40525025,22.63741498,6.438481032,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  05:00:00,6.375,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57094568,16.38774986,0,16.38767628,0,22.17843043,22.41730266,7.129936761,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  06:00:00,6,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3374137,16.09722643,0,16.09715015,0,21.92794821,22.17673409,8.02683217,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  07:00:00,4.75,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.102538,15.47862158,0,15.47854783,0,21.63099874,21.9103022,9.265890711,1,1,10.5,21.055,0,0,0,374662.3296,0
s-clear,s,clear, 01/01  08:00:00,5.25,0.51,53136.01126,391.5014901,1409405.364,0.72706493,193.4797731,162.3828142,29.13337611,0.724465692,190.8951155,160.8180726,28.08375699,195.7449079,704681.6683,0.724501401,190.9039178,160.8260751,28.08525939,195.7565822,704723.696,1045.52419,1.448139213,401.7017875,0,21.19816596,18.68441698,0,18.68447423,0,22.02284871,22.41146062,7.780750139,1,1,10.5,21.055,0,6455.094982,0,374662.3296,17510.61884
s-clear,s,clear, 01/01  09:00:00,7.25,0.51,72576.01538,1286.109688,4629994.875,0.925884486,565.4056009,470.5681141,79.67488748,0.85818054,522.482432,435.0257385,72.14850377,643.0572339,2315006.042,0.85818054,522.4797507,435.0257385,72.14926654,643.0524537,2314988.833,10319.28338,6.754486891,8031.028443,0,23.26641904,26.05509219,0,26.05497193,0,23.85793925,24.70428843,6.027042489,0,0.25,10.5,21.055,0,0,0,374662.3296,342936.1645
s-clear,s,clear, 01/01  10:00:00,10.5,0.3,72576.01538,1539.594877,5542541.559,0.872491258,691.2463415,570.1343303,91.18346672,0.753329584,600.4136981,491.8874535,78.37177599,769.8010812,2771283.892,0.753329584,600.4092724,491.8874535,78.37269487,769.7937962,2771257.666,21465.33705,9.56821028,9205.983924,0,25.69883121,29.4037394,0,29.40359421,0,23.99927437,25.63725837,8.338500814,0,0,10.5,21.055,0,0,0,374662.3296,904599.5672
s-clear,s,clear, 01/01  11:00:00,13.25,0.3,53136.01126,1489.237919,5361256.508,0.832679152,722.9343544,590.4824403,90.44712521,0.660364173,584.5521046,468.3475538,73.93850912,744.6233763,2680644.155,0.660364173,584.5465584,468.3475538,73.93914321,744.6145427,2680612.354,13247.94567,10.34369506,3293.990396,0,26.99998582,30.29024385,0,30.29008214,0,23.99973604,25.84749466,9.06138758,0,0,10.5,21.055,0,0,0,374662.3296,1050043.182
s-clear,s,clear, 01/01  12:00:00,14.625,0.3,42768.00906,1209.525523,4354291.883,0.825248982,684.0850322,543.6879158,91.93295358,0.573371947,497.1256773,378.2792347,70.07827247,605.0399704,2178143.894,0.572795276,496.7219532,377.9175603,70.04341444,604.4855527,2176147.99,3129.385616,10.69912876,2820.464514,0,27.48782037,29.34416703,0,29.33846137,0,23.99973655,25.8172064,8.862020682,0,0,10.5,21.055,0,0,0,374662.3296,1026866.275
s-clear,s,clear, 01/01  13:00:00,15.625,0.3,42768.00906,880.4312064,3169552.343,0.823595175,591.0484924,459.3770747,82.91394218,0.523990975,402.4241572,292.269175,61.09529948,455.2625111,1638945.04,0.48443054,379.0884796,271.0417961,58.99414996,425.1686953,1530607.303,2388.772901,9.88894772,2155.455574,0,27.46053788,28.16482201,0,27.8387404,0,23.9997646,25.69078283,8.315762901,0,0,10.5,21.055,0,0,0,374662.3296,941602.4861
s-clear,s,clear, 01/01  14:00:00,16.625,0.3,42768.00906,596.8902181,2148804.785,0.81147445,459.5841312,340.9912505,74.52752401,0.57919287,344.5881881,241.8081596,58.40503868,347.1056537,1249580.353,0.387646593,258.669662,163.9861023,50.31589474,249.7845645,899224.4321,1763.756853,9.268604085,1587.257069,0,27.19645842,27.50339471,0,26.31823393,0,23.99978958,25.52138631,7.667263721,0,0,10.5,21.055,0,0,0,374662.3296,839959.3536
s-clear,s,clear, 01/01  15:00:00,15.125,0.3,42768.00906,316.3563111,1138882.72,0.799701295,305.7861857,208.1237342,63.54754411,0.716098847,273.6686972,184.5644021,54.68358003,197.2187456,709987.4842,0.407496854,182.092495,103.2708376,44.40817666,119.1375655,428895.2357,1192.524186,8.865192801,1059.556714,0,26.81723463,25.33398127,0,24.18571607,0,23.99984353,25.28019747,6.989015315,0,0,10.5,21.055,0,0,0,374662.3296,666395.4003
s-clear,s,clear, 01/01  16:00:00,14,0.3,42768.00906,50.3821424,181375.7127,0.861076785,137.9146534,75.45576262,44.61566458,0.839899466,129.5245598,73.15006789,38.26416226,29.59629279,106546.654,0.648636108,107.567954,54.51691709,34.94702588,20.78584962,74829.05862,621.2341698,7.767916193,528.9050864,0,26.18772217,22.40216681,0,22.22962023,0,23.99990486,24.9985327,6.424567641,0,0,10.5,21.055,0,0,0,374662.3296,483961.0361
