Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 2 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Inside Face Temperature [C](Hourly),WIN_1_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2:Surface Inside Face Temperature [C](Hourly),WIN_1_2:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
s-lowe,s,lowe, 01/01  01:00:00,5.875,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65734774,16.12239471,0,16.12231933,0,22.16773103,22.50885696,7.014807189,1,1,10.5,21.055,0,10826.57828,0,302577.5198,0
s-lowe,s,lowe, 01/01  02:00:00,7,0.975,33696.00714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.45579796,16.39277639,0,16.39270904,0,22.10108844,22.3841035,7.295326359,1,1,10.5,21.055,0,0,0,302577.5198,0
s-lowe,s,lowe, 01/01  03:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33324499,16.27498933,0,16.27492137,0,21.92085841,22.19249633,7.908209142,1,1,10.5,21.055,0,0,0,302577.5198,0
s-lowe,s,lowe, 01/01  04:00:00,7,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.17882968,16.15819339,0,16.15812272,0,21.7415417,22.00302363,8.677024485,1,1,10.5,21.055,0,0,0,302577.5198,0
s-lowe,s,lowe, 01/01  05:00:00,6.375,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.99627255,15.77887356,0,15.77879738,0,21.5068241,21.77590414,9.794708205,1,1,10.5,21.055,0,0,0,302577.5198,0
s-lowe,s,lowe, 01/01  06:00:00,6,0.975,14256.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75716233,15.48214632,0,15.48206736,0,21.25149631,21.52968932,11.14942893,1,1,10.5,21.055,0,0,0,302577.5198,0
s-lowe,s,lowe, 01/01  07:00:00,4.75,0.75,53136.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51964324,14.85009011,0,14.85001352,0,21.02339018,21.29639906,12.63358179,1,1,10.5,21.055,0,74411.96025,0,302577.5198,0
s-lowe,s,lowe, 01/01  08:00:00,5.25,0.51,53136.01126,244.858655,881491.1579,0.72706493,193.4797731,162.3828142,29.13337611,0.724465692,190.8951155,160.8180726,28.08375699,122.4252246,440730.8086,0.724501401,190.9039178,160.8260751,28.08525939,122.4334303,440760.3492,898.175124,1.154728417,343.7123187,0,20.56389123,19.11258421,0,19.11269563,0,21.37664789,21.72175816,10.65559543,1,1,10.5,21.055,0,23036.96984,0,302577.5198,10268.26294
s-lowe,s,lowe, 01/01  09:00:00,7.25,0.51,72576.01538,888.1109351,3197199.366,0.925884486,565.4056009,470.5681141,79.67488748,0.85818054,522.482432,435.0257385,72.14850377,444.0574453,1598606.803,0.85818054,522.4797507,435.0257385,72.14926654,444.0534898,1598592.563,8881.316218,6.428158975,6910.692625,0,22.21701338,27.86693916,0,27.86680838,0,23.41719953,23.840772,5.431662544,0.25,1,10.5,21.055,0,14517.89208,0,302577.5198,87319.69216
s-lowe,s,lowe, 01/01  10:00:00,10.5,0.3,72576.01538,1082.825571,3898172.055,0.872491258,691.2463415,570.1343303,91.18346672,0.753329584,600.4136981,491.8874535,78.37177599,541.4157062,1949096.542,0.753329584,600.4092724,491.8874535,78.37269487,541.4098646,1949075.512,18485.44591,9.233388098,7920.546115,0,24.5256134,31.57041997,0,31.57025548,0,23.99739421,24.94188853,6.300274562,0,0,10.5,21.055,0,0,0,302577.5198,451189.7263
