Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
e-singletint,east,existing, 01/01  01:00:00,7.8375,35099.99643,21.41325183,21.37859376,21.39592279,15.87013138,0,21.37859376,0.005996649,37.31982024,0,0,0,0,0,0,0,52681.44283,14.63373412,351287.6326
e-singletint,east,existing, 01/01  02:00:00,6.8875,35099.99643,20.91439576,21.01766448,20.96603012,46.00109158,0,21.01766448,0.006091648,38.63448464,0,0,0,0,0,0,0,220754.6659,61.32074053,351287.6326
e-singletint,east,existing, 01/01  03:00:00,6.0125,14849.99849,20.52507246,21.00033921,20.76270584,103.5128254,0,21.00033921,0.006126499,38.91912376,0,0,0,0,0,0,0,466664.5553,129.6290431,351287.6326
e-singletint,east,existing, 01/01  04:00:00,5.9125,14849.99849,20.22838618,21.00015252,20.61426935,135.3852709,0,21.00015252,0.006127566,38.94098221,0.5,0,0,0,0,0,0,584449.1962,162.346999,351287.6326
e-singletint,east,existing, 01/01  05:00:00,6.1,14849.99849,20.00689946,21.00016278,20.50353112,154.620409,0,21.00016278,0.006123353,38.93893562,1,0,0,0,0,0,0,648099.4623,180.0276284,351287.6326
e-singletint,east,existing, 01/01  06:00:00,5.4125,14849.99849,19.75525862,21.00018944,20.37772403,192.3324199,0,21.00018944,0.006109374,38.8655086,1,0,0,0,0,0,0,804171.8009,223.3810558,351287.6326
e-singletint,east,existing, 01/01  07:00:00,5,55349.99437,19.55946891,21.00020058,20.27983474,228.081605,0,21.00020058,0.006033461,38.41126635,1,0,0,0,0,0,0,945036.6049,262.510168,351287.6326
e-singletint,east,existing, 01/01  08:00:00,4.625,55349.99437,20.34563461,21.06644069,20.70603765,112.0043748,17.54474657,21.06644069,0.005892617,37.41064315,0.5,0,0,0,0,0,0,502888.9804,139.6913835,351287.6326
e-singletint,east,existing, 01/01  09:00:00,7.2125,75599.99231,23.84456328,23.26939608,23.55697968,0,168.5858123,23.26939608,0.005806122,32.30778048,0,0,0,113.9032434,410051.6761,111.254553,400516.3908,21680.97088,6.022491911,351287.6326
e-singletint,east,existing, 01/01  10:00:00,12.3375,75599.99231,25.73014943,23.99928869,24.86471906,0,429.9864964,23.99928869,0.005799562,30.87527458,0,0,0,431.3933241,1553015.967,431.0203277,1551673.18,0,0,351287.6326
e-singletint,east,existing, 01/01  11:00:00,15.8375,55349.99437,26.60386631,23.99979623,25.30183127,0,607.7551414,23.99979623,0.005713234,30.43038587,0,0,0,637.844481,2296240.131,637.844481,2296240.131,0,0,351287.6326
e-singletint,east,existing, 01/01  12:00:00,17.7,44549.99547,26.07287734,23.9998383,25.03635782,0,459.4389611,23.9998383,0.005590437,29.78208265,0,0,0,504.9417482,1817790.294,504.9417482,1817790.294,0,0,351287.6326
e-singletint,east,existing, 01/01  13:00:00,20.05,44549.99547,25.34085753,23.999906,24.67038176,0,271.4373848,23.999906,0.005474519,29.15160397,0,0,0,336.3740293,1210946.505,336.3740293,1210946.505,0,0,351287.6326
e-singletint,east,existing, 01/01  14:00:00,21.7875,44549.99547,25.25329799,23.99991793,24.62660796,0,239.7941445,23.99991793,0.005372965,28.58674051,0,0,0,319.0805843,1148690.104,319.0805843,1148690.104,0,0,351287.6326
e-singletint,east,existing, 01/01  15:00:00,21.8875,44549.99547,25.11700784,23.99992685,24.55846735,0,212.2733381,23.99992685,0.005307661,28.23155774,0,0,0,292.3901129,1052604.407,292.3901129,1052604.407,0,0,351287.6326
e-singletint,east,existing, 01/01  16:00:00,21.0125,44549.99547,24.86745602,23.99994369,24.43369985,0,161.9516105,23.99994369,0.00526199,28.00819355,0,0,0,234.8520986,845467.5551,234.8520986,845467.5551,0,0,351287.6326
e-singletint,east,existing, 01/01  17:00:00,19.1625,44549.99547,24.62050615,23.9999617,24.31023392,0,111.0089141,23.9999617,0.005224482,27.82066134,0,0,0,168.6458143,607124.9315,168.6458143,607124.9315,0,0,351287.6326
e-singletint,east,existing, 01/01  18:00:00,16.2375,44549.99547,24.11219595,23.99997225,24.0560841,1.545197399,36.83217317,23.99997225,0.00525167,27.96420098,0,0,0,68.77871797,247603.3847,68.77871797,247603.3847,0,0,351287.6326
e-singletint,east,existing, 01/01  19:00:00,13.625,114749.9883,23.66848964,23.91150573,23.78999768,21.8112981,0,23.91150573,0.005333028,28.56433771,0,0,0,0,0,0,0,10484.17923,2.912272008,351287.6326
e-singletint,east,existing, 01/01  20:00:00,12.425,134999.9863,23.34030285,23.60881516,23.47455901,12.29725522,0,23.60881516,0.005536568,30.22122269,0,0,0,0,0,0,0,0,0,351287.6326
e-singletint,east,existing, 01/01  21:00:00,11.8875,134999.9863,23.10580652,23.44535488,23.2755807,5.380206793,0,23.44535488,0.005804709,32.01537927,0,0,0,0,0,0,0,0,0,351287.6326
e-singletint,east,existing, 01/01  22:00:00,11.325,134999.9863,22.86010795,23.16478698,23.01244746,9.02622927,0,23.16478698,0.00593055,33.27412351,0,0,0,0,0,0,0,0,0,351287.6326
