Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
n-singletint,north,existing, 01/01  01:00:00,7.8375,35099.99643,19.72633464,21.00040953,20.36337209,174.0982848,0,21.00040953,0.005905437,37.61674267,1,0,0,0,0,0,0,912557.0551,253.4880709,105344.9845
n-singletint,north,existing, 01/01  02:00:00,6.8875,35099.99643,19.48913766,21.00053782,20.24483774,222.6860121,0,21.00053782,0.006095419,38.69872752,1,0,0,0,0,0,0,1115580.487,309.8834686,105344.9845
n-singletint,north,existing, 01/01  03:00:00,6.0125,14849.99849,19.29017765,21.00071408,20.14544587,265.3983902,0,21.00071408,0.006158021,39.11650467,1,0,0,0,0,0,0,1295005.471,359.723742,105344.9845
n-singletint,north,existing, 01/01  04:00:00,5.9125,14849.99849,19.16116895,21.0008049,20.08098692,291.4009648,0,21.0008049,0.006149348,39.0764829,1,0,0,0,0,0,0,1391425.258,386.5070161,105344.9845
n-singletint,north,existing, 01/01  05:00:00,6.1,14849.99849,19.08948979,21.00082566,20.04515772,303.6506621,0,21.00082566,0.006134144,39.00528943,1,0,0,0,0,0,0,1429914.075,397.1983542,105344.9845
n-singletint,north,existing, 01/01  06:00:00,5.4125,14849.99849,18.96778673,21.00090818,19.98434746,332.1728565,0,21.00090818,0.006106253,38.84413016,1,0,0,0,0,0,0,1552823.887,431.3399687,105344.9845
n-singletint,north,existing, 01/01  07:00:00,5,55349.99437,18.88128477,21.00091737,19.94110107,355.0927034,0,21.00091737,0.005975237,38.04238482,1,0,0,0,0,0,0,1647488.628,457.63573,105344.9845
n-singletint,north,existing, 01/01  08:00:00,4.625,55349.99437,18.91178924,21.00071819,19.95625372,330.7443237,0,21.00071819,0.005746831,36.63869021,1,0,0,0,0,0,0,1571114.674,436.4207428,105344.9845
n-singletint,north,existing, 01/01  09:00:00,7.2125,75599.99231,19.39904967,21.00031062,20.19968014,185.1100325,0,21.00031062,0.005610911,35.81690702,1,0,0,0,0,0,0,970797.9465,269.6660963,105344.9845
n-singletint,north,existing, 01/01  10:00:00,12.3375,75599.99231,19.97681323,21.00010854,20.48846088,92.70641174,0,21.00010854,0.005616232,35.8869326,1,0,0,0,0,0,0,485995.7204,134.9988112,105344.9845
n-singletint,north,existing, 01/01  11:00:00,15.8375,55349.99437,20.45171258,21.00006659,20.72588959,35.24282512,0,21.00006659,0.005470263,34.97558664,0.5,0,0,0,0,0,0,174935.8181,48.59328279,105344.9845
n-singletint,north,existing, 01/01  12:00:00,17.7,44549.99547,20.88937292,21.17131485,21.03034389,0,1.843428821,21.17131485,0.005277934,33.40687764,0,0,0,0,0,0,0,0,0,105344.9845
