Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
w-singletint,west,existing, 01/01  01:00:00,7.8375,35099.99643,21.22540671,21.1883178,21.20686225,15.11994335,0,21.1883178,0.005981646,37.66333412,0,0,0,0,0,0,0,80395.37822,22.3320495,328144.2073
w-singletint,west,existing, 01/01  02:00:00,6.8875,35099.99643,20.75996739,21.00338897,20.88167818,65.92043253,0,21.00338897,0.006079421,38.59141205,0,0,0,0,0,0,0,326389.3804,90.66371678,328144.2073
w-singletint,west,existing, 01/01  03:00:00,6.0125,14849.99849,20.39206599,21.00016396,20.69611498,118.1413311,0,21.00016396,0.006118148,38.86700746,0.25,0,0,0,0,0,0,542594.1752,150.7206042,328144.2073
w-singletint,west,existing, 01/01  04:00:00,5.9125,14849.99849,20.10525211,21.00017212,20.55271211,147.141761,0,21.00017212,0.006120994,38.89957576,1,0,0,0,0,0,0,649901.4915,180.5281921,328144.2073
w-singletint,west,existing, 01/01  05:00:00,6.1,14849.99849,19.89996121,21.00018134,20.45007127,167.4393725,0,21.00018134,0.006117954,38.90489209,1,0,0,0,0,0,0,717373.9443,199.2705401,328144.2073
w-singletint,west,existing, 01/01  06:00:00,5.4125,14849.99849,19.66281876,21.00020795,20.33151336,206.0915342,0,21.00020795,0.006104513,38.83483836,1,0,0,0,0,0,0,876826.1937,243.5628316,328144.2073
w-singletint,west,existing, 01/01  07:00:00,5,55349.99437,19.47969416,21.00022058,20.23995737,241.4812352,0,21.00022058,0.006026439,38.36694151,1,0,0,0,0,0,0,1016395.328,282.3320355,328144.2073
w-singletint,west,existing, 01/01  08:00:00,4.625,55349.99437,19.4309552,21.00018067,20.21556793,230.8544178,0,21.00018067,0.005881064,37.48779171,1,0,0,0,0,0,0,989283.6406,274.8010113,328144.2073
w-singletint,west,existing, 01/01  09:00:00,7.2125,75599.99231,19.85350985,21.00007693,20.42679339,104.6196266,0,21.00007693,0.0057768,36.86661267,1,0,0,0,0,0,0,458422.2883,127.3395245,328144.2073
w-singletint,west,existing, 01/01  10:00:00,12.3375,75599.99231,20.39068045,21.0469509,20.71881567,39.90457068,0,21.0469509,0.005744714,36.59577768,0.5,0,0,0,0,0,0,89658.88932,24.90524703,328144.2073
w-singletint,west,existing, 01/01  11:00:00,15.8375,55349.99437,20.90154031,21.36655673,21.13404852,28.05396795,0,21.36655673,0.005631906,35.20269195,0,0,0,7.669281636,27609.41389,7.567402371,27242.64853,0,0,328144.2073
w-singletint,west,existing, 01/01  12:00:00,17.7,44549.99547,21.46093792,21.94146023,21.70119907,26.17973539,0,21.94146023,0.005491858,33.14982782,0,0,0,14.49845807,52194.44907,14.49845807,52194.44907,0,0,328144.2073
w-singletint,west,existing, 01/01  13:00:00,20.05,44549.99547,22.14057095,22.67274771,22.40665933,30.5178725,0,22.67274771,0.005369504,30.98910571,0,0,0,18.80991204,67715.68334,18.80991204,67715.68334,0,0,328144.2073
w-singletint,west,existing, 01/01  14:00:00,21.7875,44549.99547,23.43049412,23.64850066,23.53949739,19.38489102,17.34747122,23.64850066,0.005275396,28.678662,0,0,0,54.21668176,195180.0543,54.21668176,195180.0543,0,0,328144.2073
w-singletint,west,existing, 01/01  15:00:00,21.8875,44549.99547,25.35368904,23.99774351,24.67571627,0,291.5049269,23.99774351,0.005226125,27.80513665,0,0,0,364.7436605,1313077.178,364.7436605,1313077.178,0,0,328144.2073
w-singletint,west,existing, 01/01  16:00:00,21.0125,44549.99547,26.08705371,23.999823,25.04343835,0,460.1338865,23.999823,0.005195226,27.65597584,0,0,0,526.571313,1895656.727,526.571313,1895656.727,0,0,328144.2073
w-singletint,west,existing, 01/01  17:00:00,19.1625,44549.99547,25.71408889,23.99986756,24.85697823,0,366.2296092,23.99986756,0.005169822,27.53214599,0,0,0,417.410012,1502676.043,417.410012,1502676.043,0,0,328144.2073
w-singletint,west,existing, 01/01  18:00:00,16.2375,44549.99547,24.70050687,23.99990828,24.35020758,0,164.2742822,23.99990828,0.005209272,27.74042239,0,0,0,191.3234851,688764.5462,191.3234851,688764.5462,0,0,328144.2073
w-singletint,west,existing, 01/01  19:00:00,13.625,114749.9883,23.72226234,23.89822694,23.81024464,10.23721934,3.794091525,23.89822694,0.005302797,28.42677066,0,0,0,6.868939711,24728.18296,6.868939711,24728.18296,0,0,328144.2073
w-singletint,west,existing, 01/01  20:00:00,12.425,134999.9863,23.26686102,23.5489505,23.40790576,11.49937488,0,23.5489505,0.005520146,30.24283237,0,0,0,0,0,0,0,14891.47275,4.136520207,328144.2073
w-singletint,west,existing, 01/01  21:00:00,11.8875,134999.9863,22.97440782,23.30030759,23.13735771,1.295732892,0,23.30030759,0.005799468,32.26842681,0,0,0,0,0,0,0,0,0,328144.2073
w-singletint,west,existing, 01/01  22:00:00,11.325,134999.9863,22.70009523,22.98308774,22.84159148,4.115924475,0,22.98308774,0.005926601,33.61979937,0,0,0,0,0,0,0,0,0,328144.2073
