Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE PEOPLE 1:People Occupant Count [](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Windows Total Heat Gain Rate [W](Hourly),COMFENZONE:Zone Windows Total Heat Gain Energy [J](Hourly),EXTWALL:Surface Outside Face Sunlit Fraction [](Hourly),EXTWALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),EXTWALL:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1_SP:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_1_SP:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1_SP:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1_SP:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_1_SP:Surface Window Heat Gain Rate [W](Hourly),WIN_1_1_SP:Surface Window Heat Gain Energy [J](Hourly),WIN_1_2_SP:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_2_SP:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2_SP:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2_SP:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_2_SP:Surface Window Heat Gain Rate [W](Hourly),WIN_1_2_SP:Surface Window Heat Gain Energy [J](Hourly),WIN_1_3_SP:Surface Outside Face Sunlit Fraction [](Hourly),WIN_1_3_SP:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_3_SP:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_3_SP:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_1_3_SP:Surface Window Heat Gain Rate [W](Hourly),WIN_1_3_SP:Surface Window Heat Gain Energy [J](Hourly),WIN_2_1:Surface Outside Face Sunlit Fraction [](Hourly),WIN_2_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_1:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_1:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_1:Surface Window Heat Gain Rate [W](Hourly),WIN_2_1:Surface Window Heat Gain Energy [J](Hourly),WIN_2_2:Surface Outside Face Sunlit Fraction [](Hourly),WIN_2_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_2:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_2:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_2:Surface Window Heat Gain Rate [W](Hourly),WIN_2_2:Surface Window Heat Gain Energy [J](Hourly),WIN_2_3:Surface Outside Face Sunlit Fraction [](Hourly),WIN_2_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_3:Surface Outside Face Incident Beam Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_3:Surface Outside Face Incident Sky Diffuse Solar Radiation Rate per Area [W/m2](Hourly),WIN_2_3:Surface Window Heat Gain Rate [W](Hourly),WIN_2_3:Surface Window Heat Gain Energy [J](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Illuminance [lux](Hourly),COMFENZONE_DAYLCTRL:Daylighting Reference Point 1 Glare Index [](Hourly),EXTWALL:Surface Inside Face Temperature [C](Hourly),WIN_1_1_SP:Surface Inside Face Temperature [C](Hourly),WIN_1_1_SP:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_2_SP:Surface Inside Face Temperature [C](Hourly),WIN_1_2_SP:Surface Shading Device Is On Time Fraction [](Hourly),WIN_1_3_SP:Surface Inside Face Temperature [C](Hourly),WIN_1_3_SP:Surface Shading Device Is On Time Fraction [](Hourly),WIN_2_1:Surface Inside Face Temperature [C](Hourly),WIN_2_1:Surface Shading Device Is On Time Fraction [](Hourly),WIN_2_2:Surface Inside Face Temperature [C](Hourly),WIN_2_2:Surface Shading Device Is On Time Fraction [](Hourly),WIN_2_3:Surface Inside Face Temperature [C](Hourly),WIN_2_3:Surface Shading Device Is On Time Fraction [](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status [](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),COMFENZONE PEOPLE 1:Zone Thermal Comfort ASHRAE 55 Adaptive Model Temperature [C](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met Time [hr](Hourly),SYS-1 HEATING COIL:Heating Coil Electricity Energy [J](Hourly),SYS-1:Air System NaturalGas Energy [J](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly),SYS-1:Air System DX Cooling Coil Electricity Energy [J](Hourly) 
1NWexist,NW,Exist, 01/01  12:00:00,-1.8875,0.3,49896,0,0,0,44.93079175,0,37.0904641,0,43.79687186,0,37.0904641,0.431558794,1553.611658,0,43.41125147,0,37.0904641,0.324503975,1168.21431,0,43.79687186,0,37.0904641,0.431558794,1553.611658,0,45.39845332,0,37.0904641,0,0,0,45.24839432,0,37.0904641,0,0,0,45.39845332,0,37.0904641,0,0,509.815468,9.139796389,18.97827152,20.67628131,0,20.66024555,0,20.67628131,0,11.49225143,0,11.49089356,0,11.49225143,0,21.0000386,20.17628576,24.04155893,-1,-1,-7.110972222,-1,0,0,2647692.429,666236.2085,0
1NWexist,NW,Exist, 01/01  13:00:00,-1.0125,0.3,49896,0,0,0,43.46887764,0,35.91445254,0,42.37630686,0,35.91445254,0.640488324,2305.757965,0,42.00474836,0,35.91445254,0.540488306,1945.757902,0,42.37630686,0,35.91445254,0.640488324,2305.757965,0,43.91948563,0,35.91445254,0,0,0,43.77489863,0,35.91445254,0,0,0,43.91948563,0,35.91445254,0,0,481.1491537,8.609725024,19.00230784,20.70302834,0,20.68772133,0,20.70302834,0,11.85912497,0,11.85779996,0,11.85912497,0,21.00001715,20.21498128,23.68539042,-1,-1,-7.110972222,-1,0,0,2465162.918,666236.2085,0
1NWexist,NW,Exist, 01/01  14:00:00,-0.225,0.3,49896,0,0,0,38.14587613,0,31.51680326,0,37.18158943,0,31.51680326,0.14263092,513.4713128,0,36.85213415,0,31.51680326,0.112050947,403.3834079,0,37.17907879,0,31.51680326,0.142152802,511.7500858,0,38.54686764,0,31.51680326,0,0,0,38.41718895,0,31.51680326,0,0,0,38.54582591,0,31.51680326,0,0,417.5385439,7.632496808,19.01872004,20.55710814,0,20.54375279,0,20.55700537,0,12.19471676,0,12.19348459,0,12.19470689,0,20.99999508,20.23736916,23.37768507,-1,-1,-7.110972222,-1,0,0,2331391.539,666236.2085,0
1NWexist,NW,Exist, 01/01  15:00:00,0.375,0.3,49896,0,0,0,42.10220621,0,34.50753232,0,40.97665929,0,34.50753232,1.682017978,6055.26472,0,40.59619201,0,34.50753232,1.442423563,5192.724827,0,40.97996968,0,34.50753232,1.683434567,6060.364443,0,42.57133519,0,34.50753232,0,0,0,42.41565423,0,34.50753232,0,0,0,42.5761671,0,34.50753232,0,0,437.7225875,7.737538602,19.05324427,20.81236729,0,20.79646551,0,20.8125039,0,12.58121336,0,12.57966946,0,12.5812608,0,20.99997325,20.28820018,22.78277108,-1,-1,-7.110972222,-1,0,0,2143516.673,666236.2085,0
1NWexist,NW,Exist, 01/01  16:00:00,0.6,0.3,49896,0,0,0,23.22518513,0,19.06537392,0,22.60944807,0,19.06537392,0,0,0,22.40365655,0,19.06537392,0,0,0,22.61709111,0,19.06537392,0,0,0,23.47643301,0,19.06537392,0,0,0,23.39508901,0,19.06537392,0,0,0,23.48313427,0,19.06537392,0,0,247.5021487,3.927066114,19.04661681,20.06353452,0,20.05541133,0,20.06383632,0,12.49337239,0,12.49254423,0,12.49344005,0,20.99994933,20.25274397,22.77053565,-1,-1,-7.110972222,-1,0,0,2206646.14,666236.2085,0
1NWexist,NW,Exist, 01/01  17:00:00,0.6,0.3,49896,0,0,0,2.372199137,0,1.95933211,0,2.312190472,0,1.95933211,0,0,0,2.291869208,0,1.95933211,0,0,0,2.312403671,0,1.95933211,0,0,0,2.396832171,0,1.95933211,0,0,0,2.388957762,0,1.95933211,0,0,0,2.397018263,0,1.95933211,0,0,18.94191386,0,19.00644545,19.17109489,0,19.17031998,0,19.17110302,0,12.27690208,0,12.27681124,0,12.27690469,0,20.99995,20.16983033,23.08812315,-1,-1,-7.110972222,-1,0,0,2396982.6,666236.2085,0
1NWexist,NW,Exist, 01/01  18:00:00,0.6,0.51,49896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.00243138,19.05145659,0,19.05145669,0,19.05145659,0,12.30303121,0,12.30303097,0,12.30303121,0,20.99997494,20.1465554,22.97196392,-1,-1,-7.110972222,-1,0,0,2317838.105,666236.2085,0
1NWexist,NW,Exist, 01/01  19:00:00,0.6,0.525,128520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.02510267,19.0848656,0,19.0848656,0,19.0848656,0,12.52555107,0,12.52555107,0,12.52555107,0,20.99999547,20.16235067,22.60095652,-1,-1,-7.110972222,-1,0,0,2215037.156,666236.2085,0
1NWexist,NW,Exist, 01/01  20:00:00,0.225,0.975,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04408697,19.07627136,0,19.07627136,0,19.07627136,0,12.25008414,0,12.25008414,0,12.25008414,0,21.00002293,20.16068352,22.36407122,-1,-1,-7.110972222,-1,0,0,2147038.622,666236.2085,0
1NWexist,NW,Exist, 01/01  21:00:00,-0.6875,0.975,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.06023907,19.0323797,0,19.0323797,0,19.0323797,0,11.76792269,0,11.76792269,0,11.76792269,0,21.0000557,20.14686223,22.27485193,-1,-1,-7.110972222,-1,0,0,2190762.797,666236.2085,0
1NWexist,NW,Exist, 01/01  22:00:00,-1.475,0.75,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.06452313,18.97772638,0,18.97772638,0,18.97772638,0,11.59138738,0,11.59138738,0,11.59138738,0,21.00007187,20.13561077,22.27580606,-1,-1,-7.110972222,-1,0,0,2334449.769,666236.2085,0
1NWexist,NW,Exist, 01/01  23:00:00,-2.0125,0.75,128520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.02940615,18.87247605,0,18.87247605,0,18.87247605,0,11.26913322,0,11.26913322,0,11.26913322,0,21.00009427,20.09023718,22.59590518,-1,-1,-7.110972222,-1,0,0,2693850.081,666236.2085,0
1NWexist,NW,Exist, 01/01  24:00:00,-3.2625,0.75,61992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.98570655,18.72274294,0,18.72274294,0,18.72274294,0,10.91598758,0,10.91598758,0,10.91598758,0,21.00013382,20.03401504,23.08026231,-1,-1,-7.110972222,-1,0,0,3041762.628,666236.2085,0
1NWexist,NW,Exist, 01/02  01:00:00,-4.2125,0.975,39312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96020061,18.63237023,0,18.63237023,0,18.63237023,0,10.56858977,0,10.56858977,0,10.56858977,0,21.00016723,19.99225338,23.50715966,-1,-1,-7.244166667,-1,0,0,3183100.062,666236.2085,0
1NWexist,NW,Exist, 01/02  02:00:00,-4.4,0.975,39312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93947904,18.58430293,0,18.58430293,0,18.58430293,0,10.38490297,0,10.38490297,0,10.38490297,0,21.00017459,19.96331566,23.80878751,-1,-1,-7.244166667,-1,0,0,3280273.082,666236.2085,0
1NWexist,NW,Exist, 01/02  03:00:00,-5.15,0.975,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91667877,18.50881434,0,18.50881434,0,18.50881434,0,10.22469332,0,10.22469332,0,10.22469332,0,21.00018581,19.93620183,24.09562067,-1,-1,-7.244166667,-1,0,0,3420525.81,666236.2085,0
1NWexist,NW,Exist, 01/02  04:00:00,-5.9125,0.975,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89316571,18.44302997,0,18.44302997,0,18.44302997,0,9.84266403,0,9.84266403,0,9.84266403,0,21.00020914,19.90155658,24.52938915,-1,-1,-7.244166667,-1,0,0,3591899.399,666236.2085,0
1NWexist,NW,Exist, 01/02  05:00:00,-5.4125,0.975,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.87245483,18.44345773,0,18.44345773,0,18.44345773,0,9.795880225,0,9.795880225,0,9.795880225,0,21.00020479,19.88327816,24.85912339,-1,-1,-7.244166667,-1,0,0,3597899.025,666236.2085,0
1NWexist,NW,Exist, 01/02  06:00:00,-4.3125,0.975,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85901184,18.49003931,0,18.49003931,0,18.49003931,0,10.10735709,0,10.10735709,0,10.10735709,0,21.00017916,19.88748528,24.84963372,-1,-1,-7.244166667,-1,0,0,3475207.047,666236.2085,0
1NWexist,NW,Exist, 01/02  07:00:00,-3.9,0.75,61992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86106769,18.5360873,0,18.5360873,0,18.5360873,0,10.28862777,0,10.28862777,0,10.28862777,0,21.0001443,19.90051814,24.72999085,-1,-1,-7.244166667,-1,0,0,3400330.093,666236.2085,0
1NWexist,NW,Exist, 01/02  08:00:00,-3.525,0.51,61992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88011576,18.60528249,0,18.60528249,0,18.60528249,0,10.45544207,0,10.45544207,0,10.45544207,0,21.00010317,19.92629467,24.55630141,-1,-1,-7.244166667,-1,0,0,3187405.948,666236.2085,0
1NWexist,NW,Exist, 01/02  09:00:00,-2.6125,0.51,84672,0,0,0,11.55383121,0,9.050908348,0,11.28648264,0,9.050908348,0,0,0,10.91139872,0,9.050908348,0,0,0,10.89816607,0,9.050908348,0,0,0,11.7424886,0,9.050908348,0,0,0,11.67959386,0,9.050908348,0,0,0,11.65172881,0,9.050908348,0,0,162.5737078,3.773836566,18.93219388,19.18539836,0,19.17093516,0,19.17042038,0,10.86747679,0,10.86689537,0,10.8666392,0,21.0000688,20.00408147,23.95298317,-1,-1,-7.244166667,-1,0,0,2753596.769,666236.2085,0
