Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
s-lowe,south,lowe, 01/01  01:00:00,5.875,33696.00714,22.56899,21.63815438,22.10357219,0,169.6738135,21.63815438,0.005203012,32.48481178,0,0,0,0,0,0,0,0,0,362046.0119
s-lowe,south,lowe, 01/01  02:00:00,7,33696.00714,22.36968119,21.59020197,21.97994158,0,146.6513958,21.59020197,0.005422059,33.94145548,0,0,0,0,0,0,0,0,0,362046.0119
s-lowe,south,lowe, 01/01  03:00:00,7,14256.00302,22.14899091,21.39965153,21.77432122,0,141.7866005,21.39965153,0.005548488,35.13271118,0,0,0,0,0,0,0,0,0,362046.0119
s-lowe,south,lowe, 01/01  04:00:00,7,14256.00302,21.93240323,21.2076902,21.57004671,0,138.4626341,21.2076902,0.005513758,35.32729944,0,0,0,0,0,0,0,0,0,362046.0119
s-lowe,south,lowe, 01/01  05:00:00,6.375,14256.00302,21.70042096,21.0166751,21.35854803,0,130.2487901,21.0166751,0.005395128,34.98191931,0,0,0,0,0,0,0,61390.25817,17.05284949,362046.0119
s-lowe,south,lowe, 01/01  06:00:00,6,14256.00302,21.50907416,20.99986206,21.25446811,0,99.54481036,20.99986206,0.005305942,34.44433502,0,0,0,0,0,0,0,206942.6073,57.48405759,362046.0119
s-lowe,south,lowe, 01/01  07:00:00,4.75,53136.01126,21.35193353,20.99996108,21.1759473,0,68.53701632,20.99996108,0.005179425,33.62958212,0,0,0,0,0,0,0,395480.7212,109.8557559,362046.0119
s-lowe,south,lowe, 01/01  08:00:00,5.25,53136.01126,21.88485658,21.15316018,21.51900838,0,148.4258119,21.15316018,0.005000396,32.19694012,0,0,0,3.223998723,11606.3954,3.112112272,11203.60418,131329.75,36.4804861,362046.0119
s-lowe,south,lowe, 01/01  09:00:00,7.25,72576.01538,23.97025477,22.98845732,23.47935605,0,226.8429803,22.98845732,0.004963012,28.60463506,0,0,0,30.1048577,108377.4877,29.96155232,107861.5884,15261.22953,4.239230425,362046.0119
s-lowe,south,lowe, 01/01  10:00:00,10.5,72576.01538,25.66920194,23.98994641,24.82957418,0,388.6151556,23.98994641,0.005018544,27.22175621,0,0,0,255.2915191,919049.4688,255.2915191,919049.4688,0,0,362046.0119
