Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
n-lowe,north,lowe, 01/01  01:00:00,5.875,33696.00714,20.41134209,21.00004456,20.70569333,28.85170743,0,21.00004456,0.004988653,32.4004293,1,0,0,0,0,0,0,943573.2272,262.1036742,95738.65917
n-lowe,north,lowe, 01/01  02:00:00,7,33696.00714,20.38878458,21.00004709,20.69441584,28.31104044,0,21.00004709,0.005480651,35.56807302,1,0,0,0,0,0,0,872651.6643,242.4032401,95738.65917
n-lowe,north,lowe, 01/01  03:00:00,7,14256.00302,20.34691006,21.00012665,20.67351835,34.38691527,0,21.00012665,0.005642553,36.60925818,1,0,0,0,0,0,0,894157.6427,248.377123,95738.65917
n-lowe,north,lowe, 01/01  04:00:00,7,14256.00302,20.31360045,21.00018685,20.65689365,38.95896938,0,21.00018685,0.005503923,35.71753075,1,0,0,0,0,0,0,910012.5468,252.781263,95738.65917
n-lowe,north,lowe, 01/01  05:00:00,6.375,14256.00302,20.26783179,21.00021203,20.63402191,47.48664084,0,21.00021203,0.005290532,34.34438489,1,0,0,0,0,0,0,979110.6878,271.975191,95738.65917
n-lowe,north,lowe, 01/01  06:00:00,6,14256.00302,20.22597894,21.00021607,20.61309751,54.87860377,0,21.00021607,0.005196605,33.73970561,1,0,0,0,0,0,0,1028896.521,285.8045893,95738.65917
n-lowe,north,lowe, 01/01  07:00:00,4.75,53136.01126,20.18482447,21.00025978,20.59254213,67.37947303,0,21.00025978,0.005041278,32.73919162,1,0,0,0,0,0,0,1150814.126,319.6705904,95738.65917
n-lowe,north,lowe, 01/01  08:00:00,5.25,53136.01126,20.22766819,21.00012893,20.61389856,42.03762644,0,21.00012893,0.00480424,31.23108452,1,0,0,0,0,0,0,1028912.768,285.8091022,95738.65917
n-lowe,north,lowe, 01/01  09:00:00,7.25,72576.01538,20.42528142,20.99995875,20.71262008,0,21.75729138,20.99995875,0.004831782,31.42075531,1,0,0,0,0,0,0,676255.6432,187.8487898,95738.65917
n-lowe,north,lowe, 01/01  10:00:00,10.5,72576.01538,20.60597266,20.9999768,20.80297473,0,17.05292534,20.9999768,0.004946841,32.18290036,0.75,0,0,0,0,0,0,492401.3116,136.7781421,95738.65917
n-lowe,north,lowe, 01/01  11:00:00,13.25,53136.01126,20.74430721,20.99999694,20.87215207,0,8.698347731,20.99999694,0.004881086,31.77010921,0,0,0,0,0,0,0,352161.814,97.82272611,95738.65917
n-lowe,north,lowe, 01/01  12:00:00,14.625,42768.00906,20.89187109,20.99995129,20.94591119,0,25.97923772,20.99995129,0.004708825,30.63859897,0,0,0,0,0,0,0,204836.2263,56.89895176,95738.65917
n-lowe,north,lowe, 01/01  13:00:00,15.625,42768.00906,21.02648338,20.99993172,21.01320755,0,39.72626163,20.99993172,0.004570048,29.71294486,0,0,0,0,0,0,0,93453.26498,25.95924027,95738.65917
n-lowe,north,lowe, 01/01  14:00:00,16.625,42768.00906,21.15843405,21.04804692,21.10324048,0,48.32584871,21.04804692,0.004413697,28.59121353,0,0,0,0,0,0,0,5323.652476,1.478792354,95738.65917
n-lowe,north,lowe, 01/01  15:00:00,15.125,42768.00906,21.19913275,21.02771146,21.11342211,0,54.34594348,21.02771146,0.004727133,30.63479795,0,0,0,0,0,0,0,72329.1709,20.09143636,95738.65917
n-lowe,north,lowe, 01/01  16:00:00,14,42768.00906,21.14425067,21.00006622,21.07215845,0,45.873055,21.00006622,0.005535468,35.88502648,0,0,0,0,0,0,0,172945.9787,48.04054965,95738.65917
n-lowe,north,lowe, 01/01  17:00:00,12.75,42768.00906,20.96259472,20.99997997,20.98128735,0,19.87758872,20.99997997,0.00596429,38.6389452,0,0,0,0,0,0,0,344291.7675,95.63660209,95738.65917
n-lowe,north,lowe, 01/01  18:00:00,10.125,42768.00906,20.8430497,20.9999759,20.9215128,0,26.77012258,20.9999759,0.006238488,40.42276854,0,0,0,0,0,0,0,482100.74,133.9168722,95738.65917
n-lowe,north,lowe, 01/01  19:00:00,8.375,110160.0233,20.77423689,20.99992374,20.88708032,0,25.19666149,20.99992374,0.006233819,40.40786486,0,0,0,0,0,0,0,596071.1889,165.5753302,95738.65917
n-lowe,north,lowe, 01/01  20:00:00,8.625,129600.0275,20.76177032,20.99980338,20.88078685,0,49.21001724,20.99980338,0.00616254,39.95059049,0,0,0,0,0,0,0,493342.0786,137.0394663,95738.65917
n-lowe,north,lowe, 01/01  21:00:00,8.375,129600.0275,20.77326522,20.99953158,20.8863984,0,65.90553764,20.99953158,0.005727355,37.17833701,0,0,0,0,0,0,0,447916.7206,124.4213113,95738.65917
n-lowe,north,lowe, 01/01  22:00:00,7.375,129600.0275,20.75088223,20.99966496,20.87527359,0,52.16146631,20.99966496,0.005314115,34.51020529,0,0,0,0,0,0,0,558909.8211,155.2527281,95738.65917
n-lowe,north,lowe, 01/01  23:00:00,5.125,110160.0233,20.61738787,21.00000555,20.80869671,3.984490149,2.601589692,21.00000555,0.005040992,32.737861,0.5,0,0,0,0,0,0,890263.6435,247.2954565,95738.65917
n-lowe,north,lowe, 01/01  24:00:00,4,53136.01126,20.45969106,21.00015676,20.72992391,40.20972026,0,21.00015676,0.004831823,31.38966175,1,0,0,0,0,0,0,1099262.666,305.3507405,95738.65917
n-lowe,north,lowe, 01/02  01:00:00,4,33696.00714,20.36820278,21.0001435,20.68417314,40.25477022,0,21.0001435,0.004813859,31.27389481,1,0,0,0,0,0,0,1099431.553,305.3976537,95738.65917
n-lowe,north,lowe, 01/02  02:00:00,5.875,33696.00714,20.34597887,21.00015924,20.67306905,37.68671498,0,21.00015924,0.004810175,31.25010856,1,0,0,0,0,0,0,974056.1492,270.5711526,95738.65917
n-lowe,north,lowe, 01/02  03:00:00,7,14256.00302,20.33141754,21.0001812,20.66579937,36.41733524,0,21.0001812,0.004622792,30.02322896,1,0,0,0,0,0,0,899449.9505,249.8472085,95738.65917
n-lowe,north,lowe, 01/02  04:00:00,7,14256.00302,20.30624401,21.00017944,20.65321173,39.52416666,0,21.00017944,0.004413637,28.66371466,1,0,0,0,0,0,0,910454.0872,252.9039131,95738.65917
n-lowe,north,lowe, 01/02  05:00:00,7,14256.00302,20.28232124,21.00017042,20.64124583,42.75929267,0,21.00017042,0.004325199,28.07604139,1,0,0,0,0,0,0,922109.9804,256.1416612,95738.65917
n-lowe,north,lowe, 01/02  06:00:00,6.375,14256.00302,20.24502285,21.00021264,20.62261774,49.95590626,0,21.00021264,0.004238227,27.5049842,1,0,0,0,0,0,0,986247.2155,273.9575599,95738.65917
n-lowe,north,lowe, 01/02  07:00:00,5.375,53136.01126,20.21071792,21.00023875,20.60547834,60.89949725,0,21.00023875,0.004020064,26.09819672,1,0,0,0,0,0,0,1087140.848,301.983569,95738.65917
n-lowe,north,lowe, 01/02  08:00:00,5.625,53136.01126,20.26030536,21.0001128,20.63020908,34.74060496,0,21.0001128,0.003805479,24.71377663,1,0,0,0,0,0,0,977644.0475,271.567791,95738.65917
n-lowe,north,lowe, 01/02  09:00:00,7.25,72576.01538,20.45273018,20.99994606,20.72633812,0,26.72025691,20.99994606,0.003726689,24.22040816,1,0,0,0,0,0,0,656505.9457,182.3627627,95738.65917
n-lowe,north,lowe, 01/02  10:00:00,8.625,72576.01538,20.57600923,20.99996917,20.7879892,0,8.635567616,20.99996917,0.003851675,25.03688772,1,0,0,0,0,0,0,637398.4445,177.0551235,95738.65917
