Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
e-lowe,east,lowe, 01/01  01:00:00,5.875,33696.00714,20.48164092,21.00002021,20.74083057,20.2108655,0,21.00002021,0.004988683,32.40068118,1,0,0,0,0,0,0,906830.0213,251.8972281,101381.2731
e-lowe,east,lowe, 01/01  02:00:00,7,33696.00714,20.45113479,21.00002649,20.72558064,20.3081481,0,21.00002649,0.005472524,35.51584034,1,0,0,0,0,0,0,838209.2305,232.8358974,101381.2731
e-lowe,east,lowe, 01/01  03:00:00,7,14256.00302,20.40209699,21.00009648,20.70109674,26.98974577,0,21.00009648,0.005636733,36.57190017,1,0,0,0,0,0,0,861909.2056,239.4192238,101381.2731
e-lowe,east,lowe, 01/01  04:00:00,7,14256.00302,20.36282999,21.00015148,20.68149073,32.15196,0,21.00015148,0.005503972,35.71792486,1,0,0,0,0,0,0,879895.2871,244.4153575,101381.2731
e-lowe,east,lowe, 01/01  05:00:00,6.375,14256.00302,20.31097002,21.00017799,20.655574,41.33346427,0,21.00017799,0.005294083,34.36731516,1,0,0,0,0,0,0,951343.7122,264.2621423,101381.2731
e-lowe,east,lowe, 01/01  06:00:00,6,14256.00302,20.26452727,21.00018614,20.63235671,49.24495482,0,21.00018614,0.005199507,33.75845263,1,0,0,0,0,0,0,1002996.191,278.6100529,101381.2731
e-lowe,east,lowe, 01/01  07:00:00,4.75,53136.01126,20.21918355,21.00023052,20.60970703,62.27053306,0,21.00023052,0.005044862,32.76233854,1,0,0,0,0,0,0,1126804.924,313.0013678,101381.2731
e-lowe,east,lowe, 01/01  08:00:00,5.25,53136.01126,20.49205823,21.00003284,20.74604554,15.07413164,12.96651685,21.00003284,0.004809517,31.265304,0.75,0,0,0,0,0,0,879589.3842,244.3303845,101381.2731
e-lowe,east,lowe, 01/01  09:00:00,7.25,72576.01538,20.97687743,20.99981965,20.98834854,0,95.54854785,20.99981965,0.0048334,31.43146582,0,0,0,0,0,0,0,405013.695,112.5038042,101381.2731
e-lowe,east,lowe, 01/01  10:00:00,10.5,72576.01538,21.01593201,20.99992303,21.00792752,0,59.98897272,20.99992303,0.004945503,32.17437005,0,0,0,0,0,0,0,332215.6269,92.28211859,101381.2731
e-lowe,east,lowe, 01/01  11:00:00,13.25,53136.01126,21.08211348,20.99994592,21.0410297,0,40.11430808,20.99994592,0.00488162,31.77365694,0,0,0,0,0,0,0,233462.6178,64.85072715,101381.2731
