Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
n-exist,north,exist, 01/01  01:00:00,5.875,33696.00714,19.74817829,21.00041885,20.37429857,158.8010687,0,21.00041885,0.004991144,32.41569412,1,0,0,0,0,0,0,1434580.65,398.494625,72426.65477
n-exist,north,exist, 01/01  02:00:00,7,33696.00714,19.73002147,21.00037338,20.36519743,157.1430975,0,21.00037338,0.005518238,35.80913116,1,0,0,0,0,0,0,1359530.778,377.6474383,72426.65477
n-exist,north,exist, 01/01  03:00:00,7,14256.00302,19.68542376,21.00069449,20.34305913,165.2386983,0,21.00069449,0.005667067,36.76558669,1,0,0,0,0,0,0,1388026.409,385.5628913,72426.65477
n-exist,north,exist, 01/01  04:00:00,7,14256.00302,19.64989574,21.00090857,20.32540215,171.4296077,0,21.00090857,0.005501653,35.70133342,1,0,0,0,0,0,0,1409548.639,391.5412885,72426.65477
n-exist,north,exist, 01/01  05:00:00,6.375,14256.00302,19.58861276,21.00095482,20.29478379,185.5460192,0,21.00095482,0.005273875,34.23559838,1,0,0,0,0,0,0,1498804.945,416.334707,72426.65477
n-exist,north,exist, 01/01  06:00:00,6,14256.00302,19.5363274,21.00089721,20.2686123,197.0471461,0,21.00089721,0.005184255,33.6587734,1,0,0,0,0,0,0,1563438.01,434.2883362,72426.65477
n-exist,north,exist, 01/01  07:00:00,4.75,53136.01126,19.46347986,21.00096811,20.23222399,219.4676282,0,21.00096811,0.005026155,32.64033643,1,0,0,0,0,0,0,1720974.4,478.0484443,72426.65477
n-exist,north,exist, 01/01  08:00:00,5.25,53136.01126,19.5136497,21.00065436,20.25715203,191.2030345,0,21.00065436,0.00478169,31.08460279,1,0,0,0,0,0,0,1588813.968,441.3372133,72426.65477
n-exist,north,exist, 01/01  09:00:00,7.25,72576.01538,19.7870014,21.00018664,20.39359402,104.7340947,0,21.00018664,0.004826214,31.38438602,1,0,0,0,0,0,0,1154823.167,320.784213,72426.65477
n-exist,north,exist, 01/01  10:00:00,10.5,72576.01538,20.08587544,21.00010091,20.54298818,77.94419034,0,21.00010091,0.004953889,32.22814215,1,0,0,0,0,0,0,857619.0994,238.2275276,72426.65477
