Scenario,Elevation,GlazingSystem,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),COMFENZONE:Zone Lights Electricity Energy [J](Hourly),COMFENZONE:Zone Mean Radiant Temperature [C](Hourly),COMFENZONE:Zone Mean Air Temperature [C](Hourly),COMFENZONE:Zone Operative Temperature [C](Hourly),COMFENZONE:Zone Air System Sensible Heating Rate [W](Hourly),COMFENZONE:Zone Air System Sensible Cooling Rate [W](Hourly),COMFENZONE:Zone Air Temperature [C](Hourly),COMFENZONE:Zone Air Humidity Ratio [](Hourly),COMFENZONE:Zone Air Relative Humidity [%](Hourly),COMFENZONE:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),COMFENZONE:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),COMFENZONE:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Total Cooling Energy [J](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Rate [W](Hourly),SYS-1 DX COOLING COIL:Cooling Coil Sensible Cooling Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Energy [J](Hourly),SYS-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SYS-1:Air System Fan Electricity Energy [J](Hourly) 
e-clear,east,clear, 01/01  01:00:00,5.875,33696.00714,20.63965398,20.99997042,20.8198122,3.046033643,0.212362292,20.99997042,0.004989774,32.40783103,0.75,0,0,0,0,0,0,829537.8272,230.4271742,116126.0175
e-clear,east,clear, 01/01  02:00:00,7,33696.00714,20.59454586,20.99998159,20.79726373,2.914092462,0,20.99998159,0.00545293,35.38988074,0,0,0,0,0,0,0,760863.9693,211.3511026,116126.0175
e-clear,east,clear, 01/01  03:00:00,7,14256.00302,20.53351768,21.00003424,20.76677596,9.842346403,0,21.00003424,0.005621856,36.47638343,0,0,0,0,0,0,0,785479.3387,218.1887052,116126.0175
e-clear,east,clear, 01/01  04:00:00,7,14256.00302,20.4834779,21.00007731,20.74177761,15.5970779,0,21.00007731,0.005503359,35.71414624,0.5,0,0,0,0,0,0,805614.9171,223.7819214,116126.0175
e-clear,east,clear, 01/01  05:00:00,6.375,14256.00302,20.42221397,21.00010288,20.71115843,25.31980959,0,21.00010288,0.005302534,34.42187466,1,0,0,0,0,0,0,879008.3619,244.1689894,116126.0175
e-clear,east,clear, 01/01  06:00:00,6,14256.00302,20.36732149,21.00011754,20.68371951,33.84310391,0,21.00011754,0.005206851,33.80587784,1,0,0,0,0,0,0,932857.2703,259.1270195,116126.0175
e-clear,east,clear, 01/01  07:00:00,4.75,53136.01126,20.31516307,21.00016219,20.65766263,47.40255104,0,21.00016219,0.005054039,32.82159367,1,0,0,0,0,0,0,1058594.855,294.0541263,116126.0175
e-clear,east,clear, 01/01  08:00:00,5.25,53136.01126,20.64217699,20.99999193,20.82108446,7.98384672,22.70584206,20.99999193,0.004822969,31.35216166,0.5,0,0,0,0,0,0,804286.6704,223.412964,116126.0175
e-clear,east,clear, 01/01  09:00:00,7.25,72576.01538,21.24519371,20.99980023,21.12249697,0,128.9996379,20.99980023,0.004838034,31.46141251,0,0,0,0,0,0,0,269859.1041,74.96086226,116126.0175
e-clear,east,clear, 01/01  10:00:00,10.5,72576.01538,21.29465936,20.99990482,21.14728209,0,95.42764859,20.99990482,0.00494263,32.1558647,0,0,0,0,0,0,0,189906.5671,52.7518242,116126.0175
e-clear,east,clear, 01/01  11:00:00,13.25,53136.01126,21.34426549,20.99992219,21.17209384,0,71.76522914,20.99992219,0.004882994,31.78258361,0,0,0,0,0,0,0,104805.2912,29.1125809,116126.0175
e-clear,east,clear, 01/01  12:00:00,14.625,42768.00906,21.45319861,21.05820672,21.25570266,0,78.97933115,21.05820672,0.004719523,30.5989223,0,0,0,0,0,0,0,0,0,116126.0175
e-clear,east,clear, 01/01  13:00:00,15.625,42768.00906,21.57746313,21.28177725,21.42962019,0,66.16740461,21.28177725,0.004584357,29.2954796,0,0,0,0,0,0,0,0,0,116126.0175
e-clear,east,clear, 01/01  14:00:00,16.625,42768.00906,21.72388295,21.53852782,21.63120538,0,53.55167533,21.53852782,0.004434262,27.8728219,0,0,0,0,0,0,0,0,0,116126.0175
e-clear,east,clear, 01/01  15:00:00,15.125,42768.00906,21.76135695,21.43211353,21.59673524,0,74.04991305,21.43211353,0.004726634,29.89067849,0,0,0,0,0,0,0,0,0,116126.0175
e-clear,east,clear, 01/01  16:00:00,14,42768.00906,21.6407702,21.15896351,21.39986686,0,90.14668005,21.15896351,0.005494077,35.27533093,0,0,0,0,0,0,0,0,0,116126.0175
e-clear,east,clear, 01/01  17:00:00,12.75,42768.00906,21.38075576,21.00451712,21.19263644,0,69.92153694,21.00451712,0.005924519,38.3732398,0,0,0,0,0,0,0,142024.4836,39.45124544,116126.0175
e-clear,east,clear, 01/01  18:00:00,10.125,42768.00906,21.21210013,20.99995703,21.10602858,0,65.15756949,20.99995703,0.006206743,40.21916432,0,0,0,0,0,0,0,323533.423,89.87039528,116126.0175
e-clear,east,clear, 01/01  19:00:00,8.375,110160.0233,21.11678818,20.99989525,21.05834171,0,57.94751545,20.99989525,0.006221189,40.32688336,0,0,0,0,0,0,0,457812.783,127.1702175,116126.0175
e-clear,east,clear, 01/01  20:00:00,8.625,129600.0275,21.0823078,20.99978907,21.04104844,0,78.85515236,20.99978907,0.006161398,39.94330798,0,0,0,0,0,0,0,366289.3508,101.7470419,116126.0175
e-clear,east,clear, 01/01  21:00:00,8.375,129600.0275,21.07108242,20.99958842,21.03533542,0,94.09470511,20.99958842,0.005751452,37.33322191,0,0,0,0,0,0,0,326112.7233,90.58686759,116126.0175
e-clear,east,clear, 01/01  22:00:00,7.375,129600.0275,21.0300076,20.99970221,21.01485491,0,77.72820362,20.99970221,0.005347482,34.72496727,0,0,0,0,0,0,0,446536.4737,124.0379094,116126.0175
e-clear,east,clear, 01/01  23:00:00,5.125,110160.0233,20.88679339,20.99993891,20.94336615,0,19.94674015,20.99993891,0.00507004,32.92511534,0,0,0,0,0,0,0,793145.1555,220.3180987,116126.0175
e-clear,east,clear, 01/01  24:00:00,4,53136.01126,20.71246923,21.00006736,20.8562683,16.06849325,0,21.00006736,0.004855455,31.54216796,0.5,0,0,0,0,0,0,992036.2054,275.5656126,116126.0175
e-clear,east,clear, 01/02  01:00:00,4,33696.00714,20.59611656,21.00004936,20.79808296,13.42256692,0,21.00004936,0.004824575,31.34316074,1,0,0,0,0,0,0,982516.3155,272.9211987,116126.0175
e-clear,east,clear, 01/02  02:00:00,5.875,33696.00714,20.55122848,21.00005359,20.77564103,11.40875795,0,21.00005359,0.004814508,31.27824486,1,0,0,0,0,0,0,859152.1857,238.6533849,116126.0175
e-clear,east,clear, 01/02  03:00:00,7,14256.00302,20.51662341,21.00006592,20.75834466,11.67700366,0,21.00006592,0.004635091,30.10272836,1,0,0,0,0,0,0,790093.466,219.4704072,116126.0175
e-clear,east,clear, 01/02  04:00:00,7,14256.00302,20.47434582,21.00007145,20.73720863,16.24126855,0,21.00007145,0.004430594,28.77325425,1,0,0,0,0,0,0,806331.7398,223.9810388,116126.0175
e-clear,east,clear, 01/02  05:00:00,7,14256.00302,20.43544879,21.0000752,20.71776199,20.89776372,0,21.0000752,0.004337124,28.15307657,1,0,0,0,0,0,0,823092.6972,228.6368603,116126.0175
e-clear,east,clear, 01/02  06:00:00,6.375,14256.00302,20.38461742,21.00011443,20.69236592,29.36367833,0,21.00011443,0.004247873,27.56732772,1,0,0,0,0,0,0,891810.3049,247.7250847,116126.0175
e-clear,east,clear, 01/02  07:00:00,5.375,53136.01126,20.3394083,21.00014327,20.66977578,41.40308691,0,21.00014327,0.004036288,26.20299781,1,0,0,0,0,0,0,996643.2168,276.845338,116126.0175
e-clear,east,clear, 01/02  08:00:00,5.625,53136.01126,20.67342338,20.99997387,20.83669863,6.094958306,27.28811495,20.99997387,0.003824258,24.83520178,1,0,0,0,0,0,0,756003.7638,210.0010455,116126.0175
