B_Scenario,B_Date_Time,B_Elevation,B_GlazingSystem,B_HeatingElecEnergy[J](Hourly),B_HeatingGasEnergy[J](Hourly),B_FanEnergy[J](Hourly),B_CoolingEnergy[J](Hourly),B_LightingEnergy[J](Hourly),B_PeakEnergy[J](Hourly),B_PeakEnergy(w),B_PeakEnergy(w/sf),C_Scenario,C_Date_Time,C_Elevation,C_GlazingSystem,C_HeatingElecEnergy[J](Hourly),C_HeatingGasEnergy[J](Hourly),C_FanEnergy[J](Hourly),C_CoolingEnergy[J](Hourly),C_LightingEnergy[J](Hourly),C_PeakEnergy[J](Hourly),C_PeakEnergy(w),C_PeakEnergy(w/sf),L_Scenario,L_Date_Time,L_Elevation,L_GlazingSystem,L_HeatingElecEnergy[J](Hourly),L_HeatingGasEnergy[J](Hourly),L_FanEnergy[J](Hourly),L_CoolingEnergy[J](Hourly),L_LightingEnergy[J](Hourly),L_PeakEnergy[J](Hourly),L_PeakEnergy(w),L_PeakEnergy(w/sf),DeltaClear_PeakEnergy(w),DeltaClear_PeakEnergy(w/sf),DeltaLowe_PeakEnergy(w),DeltaLowe_PeakEnergy(w/sf)
1Eexist, 07/05  18:00:00,E,Exist,0,0.0,1389807.55,6181707.401000001,42336,7613850.951,2114.9585975,10.071231416666667,2Eclear, 07/05  18:00:00,E,Clear Panel,0,0.0,1246103.424,5549782.498,42336,6838221.922,1899.5060894444446,9.045267092592594,3Elowe, 07/05  18:00:00,E,LowE Panel,0,0.0,1082904.1,4847378.509,42336,5972618.608999999,1659.060724722222,7.9002891653439145,215.45250805555543,1.0259643240740726,455.89787277777805,2.170942251322752
1NWexist, 01/30  06:00:00,NW,Exist,0,8447341.134,666236.2085,0.0,33264,9146841.3425,2540.7892618055553,12.098996484788358,2NWclear, 01/30  06:00:00,NW,Clear Panel,0,6978378.612000001,602577.6297,0.0,33264,7614220.241700001,2115.0611782500005,10.071719896428574,3NWlowe, 01/30  06:00:00,NW,LowE Panel,0,7272074.636,528127.7198,0.0,33264,7833466.3558,2175.962876611111,10.361727983862433,425.7280835555548,2.0272765883597845,364.82638519444436,1.737268500925925
1SWexist, 01/30  06:00:00,SW,Exist,0,7765233.775,953841.0535,0.0,33264,8752338.8285,2431.205230138889,11.577167762566138,2SWclear, 01/30  06:00:00,SW,Clear Panel,0,6351347.72,840233.2908,0.0,33264,7224845.010799999,2006.9013918888886,9.556673294708993,3SWlowe, 01/30  06:00:00,SW,LowE Panel,0,6756342.808999999,740269.5662,0.0,33264,7529876.3752,2091.6323264444445,9.960153935449735,424.30383825000035,2.0204944678571444,339.57290369444445,1.617013827116402
