B_Scenario,B_Elevation,B_GlazingSystem,B_FanEnergy(kBtu),B_HeatingEnergy(kBtu),B_CoolingEnergy(kBtu),B_LightingEnergy(kBtu),B_AnnualEnergy(kBtu),B_FanEnergy(kBtu/sf),B_HeatingEnergy(kBtu/sf),B_CoolingEnergy(kBtu/sf),B_LightingEnergy(kBtu/sf),B_EUI(kBtu/sf),B_CO2_Electric(lb/sf),B_CO2_Gas(lb/sf),B_FanCost($),B_HeatingCost($),B_CoolingCost($),B_LightingCost($),B_AnnualCost($),B_FanCost($/sf),B_HeatingCost($/sf),B_CoolingCost($/sf),B_LightingCost($/sf),B_AnnualCost($/sf),C_FanEnergy(kBtu),C_HeatingEnergy(kBtu),C_CoolingEnergy(kBtu),C_LightingEnergy(kBtu),C_AnnualEnergy(kBtu),C_FanEnergy(kBtu/sf),C_HeatingEnergy(kBtu/sf),C_CoolingEnergy(kBtu/sf),C_LightingEnergy(kBtu/sf),C_EUI(kBtu/sf),C_CO2_Electric(lb/sf),C_CO2_Gas(lb/sf),C_FanCost($),C_HeatingCost($),C_CoolingCost($),C_LightingCost($),C_AnnualCost($),C_FanCost($/sf),C_HeatingCost($/sf),C_CoolingCost($/sf),C_LightingCost($/sf),C_AnnualCost($/sf),L_FanEnergy(kBtu),L_HeatingEnergy(kBtu),L_CoolingEnergy(kBtu),L_LightingEnergy(kBtu),L_AnnualEnergy(kBtu),L_FanEnergy(kBtu/sf),L_HeatingEnergy(kBtu/sf),L_CoolingEnergy(kBtu/sf),L_LightingEnergy(kBtu/sf),L_EUI(kBtu/sf),L_CO2_Electric(lb/sf),L_CO2_Gas(lb/sf),L_FanCost($),L_HeatingCost($),L_CoolingCost($),L_LightingCost($),L_AnnualCost($),L_FanCost($/sf),L_HeatingCost($/sf),L_CoolingCost($/sf),L_LightingCost($/sf),L_AnnualCost($/sf),DeltaClear_FanEnergy(kBtu/sf),DeltaClear_HeatingEnergy(kBtu/sf),DeltaClear_CoolingEnergy(kBtu/sf),DeltaClear_LightingEnergy(kBtu/sf),DeltaClear_EUI(kBtu/sf),DeltaClear_CO2_Electric(lb/sf),DeltaClear_CO2_Gas(lb/sf),DeltaClear_FanCost($),DeltaClear_HeatingCost($),DeltaClear_CoolingCost($),DeltaClear_LightingCost($),DeltaClear_AnnualCost($),DeltaClear_FanCost($/sf),DeltaClear_HeatingCost($/sf),DeltaClear_CoolingCost($/sf),DeltaClear_LightingCost($/sf),DeltaClear_AnnualCost($/sf),DeltaLowe_FanEnergy(kBtu/sf),DeltaLowe_HeatingEnergy(kBtu/sf),DeltaLowe_CoolingEnergy(kBtu/sf),DeltaLowe_LightingEnergy(kBtu/sf),DeltaLowe_EUI(kBtu/sf),DeltaLowe_CO2_Electric(lb/sf),DeltaLowe_CO2_Gas(lb/sf),DeltaLowe_FanCost($),DeltaLowe_HeatingCost($),DeltaLowe_CoolingCost($),DeltaLowe_LightingCost($),DeltaLowe_AnnualCost($),DeltaLowe_FanCost($/sf),DeltaLowe_HeatingCost($/sf),DeltaLowe_CoolingCost($/sf),DeltaLowe_LightingCost($/sf),DeltaLowe_AnnualCost($/sf)
Eexist,E,Exist,2059.2728240163888,19623.104858254675,7683.919867849462,517.3818755319852,29883.679425652466,9.806061066745734,93.44335646787943,36.590094608807306,2.463723216819092,142.30323536024596,14.48206810369956,13.610959303111109,76.7964627656194,123.4587642157105,286.5564286301558,65.83632627957527,552.6479818910434,0.3656974417410223,0.5878988772176599,1.3645544220483552,0.31350631561701475,2.631657056624103,1940.8010710073468,16809.70636253199,7421.689152442094,517.3818755319852,26689.578461513254,9.241909861940194,80.0462207739609,35.341376916391816,2.463723216819092,127.09323076910763,13.944733762563153,11.659532517935233,72.3782956035841,105.75826757986924,276.7770583898913,65.83632627957527,520.7499478528978,0.3446585504932573,0.5036107979993679,1.3179859923328383,0.31350631561701475,2.479761656442464,1721.6234598539852,15748.750919306718,6614.529200819915,517.3818755319852,24602.285455512378,8.198206951685759,74.99405199669793,31.497758099143567,2.463723216819092,117.15374026434137,12.496131602531051,10.923633613839034,64.20450480826213,99.08326640881768,246.67564178897504,65.83632627957527,475.7997392856115,0.3057357371822057,0.4718250781372307,1.1746459132808715,0.31350631561701475,2.2657130442173172,0.5641512048050706,13.397135693918184,1.248717692415845,0.0,15.210004591139052,0.5373343411362937,1.9514267851760898,4.418167162034207,17.700496635839897,9.779370240268493,0.0,31.898034038142484,0.02103889124778179,0.0842880792182862,0.04656842971556478,0.0,0.15189540018163156,1.6078541150596353,18.449304471181136,5.092336509664653,0.0,25.149495095905227,1.9859365011682608,2.687325689272242,12.591957957356836,24.37549780689104,39.880786841180345,0.0,76.84824260542872,0.059961704558840076,0.11607379908043532,0.18990850876752594,0.0,0.3659440124068012
NWexist,NW,Exist,1983.1854339859096,16383.9745289675,7985.267547278644,517.3818755319852,26869.809385764118,9.443740161837793,78.01892632841698,38.02508355846984,2.463723216819092,127.95147326553925,14.800006912165049,11.364236808997209,73.958935679711,103.07977574899942,297.7945878351398,65.83632627957527,540.6696255434078,0.3521854079986201,0.490856074995242,1.4180694658815955,0.31350631561701475,2.574617264492496,1790.6851560880543,13401.600098530622,7461.872764643069,517.3818755319852,23171.539894793765,8.527072171848154,63.8171433263365,35.53272745068108,2.463723216819092,110.34066616568109,13.789572169583305,9.295605096914297,66.78002269084682,84.31616701990748,278.2756258658353,65.83632627957527,495.2081418561415,0.3180001080516458,0.4015055572376545,1.3251220279325464,0.31350631561701475,2.358134008838864,1549.6628936215604,12256.188798569592,6539.234939583748,517.3818755319852,20862.46850730655,7.37934711248362,58.36280380271109,31.13921399801848,2.463723216819092,99.3450881300286,12.147149074618536,8.50112600190293,57.79157929989733,77.10981182619838,243.86769285572174,65.83632627957527,444.605410261367,0.27519799666618033,0.367189580124759,1.1612747278843703,0.31350631561701475,2.1171686202923214,0.9166679899896237,14.201783002080377,2.492356107789224,0.0,17.61080709985919,1.0104347425816376,2.0686317120830333,7.178912988866336,18.76360872909346,19.51896196930667,0.0,45.46148368726647,0.034185299946983036,0.08935051775758805,0.09294743794907999,0.0,0.21648325565365029,2.064393049354097,19.656122525705964,6.8858695604519955,0.0,28.606385135512113,2.6528578375466063,2.8631108070943294,16.167356379818113,25.969963922800794,53.926894979421014,0.0,96.06421528204086,0.07698741133247133,0.12366649487047789,0.256794737997245,0.0,0.4574486442001946
SWexist,SW,Exist,2153.9184993149715,22251.22097285975,7632.463917330121,517.3818755319852,32554.985265037045,10.256754758642911,105.95819510885707,36.345066272999986,2.463723216819092,155.0237393573148,14.543027315244785,15.433870699556122,80.32608399610139,139.9935567507509,284.637481833961,65.83632627957527,570.7934488603617,0.38250516188617545,0.6666359845273739,1.3554165801617404,0.31350631561701475,2.718064042192304,1985.2255679866605,19169.686189522097,7068.639618209684,517.3818755319852,28740.933251250153,9.45345508565021,91.28421995010552,33.66018865814037,2.463723216819092,136.86158691071128,13.509131567125491,13.296459477932553,74.03501839833052,120.60608066138242,263.6107818800956,65.83632627957527,524.0882072193524,0.3525477066587206,0.5743146698161027,1.2552894375242554,0.31350631561701475,2.495658129616067,1684.8350226918046,17634.22351273251,6140.2679400995285,517.3818755319852,25976.708351055917,8.023023917580323,83.97249291777332,29.239371143330615,2.463723216819092,123.69861119550086,11.774821457519712,12.23143331840348,62.83255359724914,110.94571723035799,228.98901628441732,65.83632627957527,468.60361339157663,0.2992026361773767,0.5283129391921859,1.0904238870686649,0.31350631561701475,2.231445778055241,0.8032996729923818,14.67397515875228,2.6848776148593587,0.0,18.16215244660434,1.0338957481192343,2.1374112216239047,6.291065597765355,19.387476089371397,21.026699953871503,0.0,46.705241641008634,0.02995745522745588,0.0923213147112935,0.10012714263748188,0.0,0.22240591257622994,2.2337308410626093,21.98570219108277,7.10569512966937,0.0,31.325128161814796,2.7682058577249746,3.202437381153091,17.493530398848595,29.04783952039164,55.64846554954377,0.0,102.1898354687852,0.08330252570881107,0.13832304533519835,0.26499269309307083,0.0,0.486618264137074
