Scenario,Elevation,GlazingSystem,FanEnergy(kBtu),HeatingElecEnergy(kBtu),HeatingGasEnergy(kBtu),CoolingEnergy(kBtu),LightingEnergy(kBtu),AnnualEnergy(kBtu),FanEnergy(kBtu/sf),HeatingElecEnergy(kBtu/sf),HeatingGasEnergy(kBtu/sf),CoolingEnergy(kBtu/sf),LightingEnergy(kBtu/sf),EUI(kBtu/sf),CO2_Electric(lb/sf),CO2_Gas(lb/sf),FanCost($),HeatingElecCost($),HeatingGasCost($),CoolingCost($),LightingCost($),AnnualCost($),FanCost($/sf),HeatingElecCost($/sf),HeatingGasCost($/sf),CoolingCost($/sf),LightingCost($/sf),AnnualCost($/sf)
A2Sexist,S,Exist,1982.1866666101891,450.0310136912327,0.0,5332.1759798526255,467.1218993160397,8231.515559470354,10.454571026427512,2.37358129583983,0.0,28.123291032978003,2.4637230976583675,43.41516645290238,18.27908753166562,0.0,46.822278406700924,2.7001860821473986,0.0,125.95414571581846,37.65002508487242,213.12663528954096,0.24695294518303681,0.01424148777503903,0.0,0.6643151145349085,0.19857608167125743,1.124085629164255
A2Slowe,S,Lowe,1562.6018982113426,308.01600869063515,0.0,3908.969813979912,467.1218993160397,6246.709620197925,8.24157119309836,1.6245570078619995,0.0,20.61692939862815,2.4637230976583675,32.94678069724664,13.871583076961745,0.0,36.91104493302634,1.8480960521438101,0.0,92.3358410167044,37.65002508487242,168.74500708674216,0.19467850703070505,0.009747342047171982,0.0,0.48700338088979167,0.19857608167125743,0.8900053116389367
B1Eclear,E,Clear,1394.4545384439684,59.62287067507049,0.0,4247.70562646041,467.1218993160397,6168.904934895386,7.354718029766178,0.31446661748454885,0.0,22.403510688082385,2.4637230976583675,32.53641843299239,13.69880825284286,0.0,32.9391473186308,0.3577372240504233,0.0,100.33729859153804,37.65002508487242,171.28420821909074,0.17372967995058708,0.0018867997049072935,0.0,0.5292051613477714,0.19857608167125743,0.9033977226745314
B1Eexist,E,Exist,1365.2274597964145,342.64086190683145,0.0,4233.161187580204,467.1218993160397,6408.151408599556,7.200566771079611,1.8071775417026952,0.0,22.32679951255378,2.4637230976583675,33.798266922993825,14.23008432258795,0.0,32.24875905374276,2.055845171440985,0.0,99.99373671717467,37.65002508487242,171.94836602723583,0.1700883916336722,0.010843065250216156,0.0,0.5273931261454348,0.19857608167125743,0.9069006647006104
B1Elowe,E,Lowe,1207.171721800655,124.50117411627635,0.0,3357.8414824949305,467.1218993160397,5156.636277727662,6.366939460973099,0.656651762216648,0.0,17.710134401344575,2.4637230976583675,27.197448722192675,11.45094183550459,0.0,28.51524096844436,0.7470070446976577,0.0,79.31734754719706,37.65002508487242,146.2296206452144,0.15039684055088975,0.003939910573299885,0.0,0.41834044064977294,0.19857608167125743,0.7712532734452251
B1Nclear,N,Clear,1313.7086250663206,205.1613187621291,0.0,3076.8330145132372,467.1218993160397,5062.82485765808,6.928842959213049,1.082074466044984,0.0,16.228022228445315,2.4637230976583675,26.702662751360226,11.24262209820551,0.0,31.031805442080213,1.230967912572774,0.0,72.67949807312127,37.65002508487242,142.59229651265198,0.16366985992661734,0.0064924467962699135,0.0,0.3833306860396689,0.19857608167125743,0.7520690744338233
B1Nexist,N,Exist,1281.3366694815882,758.1573102540151,0.0,3116.6845732075853,467.1218993160397,5623.3004522592555,6.758104796843121,3.9987199907912223,0.0,16.43820977430159,2.4637230976583675,29.658757659594738,12.487226737419023,0.0,30.26713037767612,4.548943861524097,0.0,73.62085279392528,37.65002508487242,146.08695211799352,0.15963676359529708,0.02399231994474728,0.0,0.38829563709876197,0.19857608167125743,0.7705008023101043
B1Nlowe,N,Lowe,1149.214693512432,334.7129355810946,0.0,2599.9075792735616,467.1218993160397,4550.957107683031,6.061258932026512,1.765363584288468,0.0,13.712592717687583,2.4637230976583675,24.002938331661863,10.105957125779925,0.0,27.14620738556925,2.008277613486561,0.0,61.41379041592232,37.65002508487242,128.21830049985022,0.14317619929097108,0.010592181505730835,0.0,0.3239123967084521,0.19857608167125743,0.6762568591764148
B1Wclear,W,Clear,1872.0559124317988,39.19475631714841,0.0,4773.573126356939,467.1218993160397,7151.945694421947,9.8737126183095,0.20672339829719646,0.0,25.17707345124979,2.4637230976583675,37.721232565516665,15.881770547059366,0.0,44.22082168209271,0.2351685379028905,0.0,112.75909261323739,37.65002508487242,194.86510791810556,0.23323218186760755,0.0012403403897831788,0.0,0.5947209526014632,0.19857608167125743,1.027769556530084
B1Wexist,W,Exist,1936.4559441350584,307.15006735756674,0.0,4943.065496822234,467.1218993160397,7653.793407631022,10.213375232780185,1.6199898067382235,0.0,26.07102055286001,2.4637230976583675,40.36810869003719,16.99618480176617,0.0,45.74204885237962,1.8429004041454018,0.0,116.76276143586576,37.65002508487242,201.99773577725466,0.2412555319217685,0.00971993884042933,0.0,0.6158373493452834,0.19857608167125743,1.0653889017787765
B1Wlowe,W,Lowe,1525.0151440954287,111.08516060136259,0.0,3680.3859982789363,467.1218993160397,5783.608202291852,8.043328819071068,0.5858921972645702,0.0,19.411318556323483,2.4637230976583675,30.504262670316102,12.843209712082794,0.0,36.02318835762234,0.6665109636081751,0.0,86.93634194918211,37.65002508487242,161.27606635528872,0.1899957191858054,0.003515353183587425,0.0,0.4585250102804975,0.19857608167125743,0.8506121643211315
B2Eclear,E,Clear,1346.6349812495457,558.7182076898827,0.0,3845.3415230333744,467.1218993160397,6217.816611289048,7.102505175368156,2.946825989925539,0.0,20.281337146800503,2.4637230976583675,32.794391409751725,13.807422615248072,0.0,31.80957629590542,3.3523092461392965,0.0,90.83284354253799,37.65002508487242,163.6447541694621,0.16777202687716106,0.01768095593955327,0.0,0.47907617902182503,0.19857608167125743,0.8631052435098137
B2Eexist,E,Exist,1307.4325659579217,1164.8668939775312,0.0,3874.3999570873016,467.1218993160397,6813.821316338764,6.895741381633994,6.143812731949008,0.0,20.43459892978533,2.4637230976583675,35.93787614102745,15.130923991657237,0.0,30.88355533435408,6.989201363865207,0.0,91.5192481643909,37.65002508487242,167.04202994747922,0.1628879500756909,0.03686287639169401,0.0,0.48269645656324106,0.19857608167125743,0.8810233647019016
B2Elowe,E,Lowe,1176.2870100988432,789.9839203010064,0.0,3215.1543715861403,467.1218993160397,5648.547201302156,6.204045411915205,4.166581858127663,0.0,16.95756525098169,2.4637230976583675,29.79191561868211,12.543290232933694,0.0,27.785696877495216,4.739903521806033,0.0,75.94685992130461,37.65002508487242,146.12248540547438,0.14654903416399076,0.024999491148765977,0.0,0.4005636071798764,0.19857608167125743,0.7706882141638898
B3Sclear,S,Clear,1996.775251634708,155.89409183843378,0.0,5114.081895636437,467.1218993160397,7733.873138425229,10.53151504026399,0.8222262227765492,0.0,26.973005778673176,2.4637230976583675,40.790470139373895,17.174011642780325,0.0,47.16688308044866,0.9353645510306022,0.0,120.80243013724106,37.65002508487242,206.55470285359334,0.24877048038215827,0.004933357336659296,0.0,0.6371436188673044,0.19857608167125743,1.0894235382573483
B3Sexist,S,Exist,2072.1154891284377,436.7859949022817,0.0,5405.096173865762,467.1218993160397,8381.1195572123,10.928879162068405,2.3037236018052787,0.0,28.507891212372087,2.4637230976583675,44.20421707390469,18.611301514626355,0.0,48.94653463122591,2.620715969413689,0.0,127.67663214107222,37.65002508487242,216.8939078265881,0.2581568282237447,0.013822341610831713,0.0,0.6733999585499582,0.19857608167125743,1.1439552100558241
B3Slowe,S,Lowe,1616.6704064478552,298.7344818798644,0.0,3946.627798707029,467.1218993160397,6329.154586350579,8.526742650040589,1.5756038073832492,0.0,20.815547461534806,2.4637230976583675,33.38161701661722,14.054662212505905,0.0,38.18822572953009,1.7924068912791868,0.0,93.22538016800088,37.65002508487242,170.85603787367793,0.20141469266624518,0.009453622844299505,0.0,0.4916950430801753,0.19857608167125743,0.9011394402620109
B3Wclear,W,Clear,2030.8801108444632,263.37240425565386,0.0,5212.345931864858,467.1218993160397,7973.7203462807975,10.711392989683615,1.3890949591542936,0.0,27.4912760119456,2.4637230976583675,42.055487058442765,17.706621716215793,0.0,47.972491976843024,1.580234425533924,0.0,123.12357684817214,37.65002508487242,210.32632833542823,0.25301947245176193,0.00833456975492576,0.0,0.6493859538405733,0.19857608167125743,1.1093160777184978
B3Wexist,W,Exist,2116.0167106357217,685.5504905293618,0.0,5483.553804365725,467.1218993160397,8752.242904846858,11.160425689005798,3.615772629374276,0.0,28.921697280409884,2.4637230976583675,46.16161869645003,19.43542631976664,0.0,49.98354857670031,4.1133029431761745,0.0,129.52992127891127,37.65002508487242,221.27679788366802,0.263626311058639,0.021694635776245638,0.0,0.6831746902896173,0.19857608167125743,1.1670717187957207
B3Wlowe,W,Lowe,1628.9345426635368,472.11756942470083,0.0,4044.9811962693893,467.1218993160397,6613.15520767351,8.59142691278115,2.490071568695679,0.0,21.334289009859685,2.4637230976583675,34.87951058899533,14.685320343284554,0.0,38.477923370000504,2.8327054165482006,0.0,95.54863773020908,37.65002508487242,174.50929160163508,0.2029426338080121,0.014940429412174076,0.0,0.5039485112352816,0.19857608167125743,0.9204076561267768
C1Eclear,E,Clear,1381.3625554772357,67.94656264096491,0.0,4096.195513721993,467.1218993160397,6012.626531156097,7.285667486694639,0.3583679464185915,0.0,21.604406717943018,2.4637230976583675,31.71216524871356,13.351772934665991,0.0,32.629894672705106,0.40767937584578967,0.0,96.7583981783894,37.65002508487242,167.44599731181543,0.17209860059445684,0.002150207678511547,0.0,0.5103291043163987,0.19857608167125743,0.8831539942606288
C1Eexist,E,Exist,1349.5787508589392,380.66925179154134,0.0,4070.7565473086547,467.1218993160397,6268.126449275223,7.118031386385641,2.007749218309816,0.0,21.470234954159547,2.4637230976583675,33.059738656514554,13.919141766552194,0.0,31.87911263299834,2.284015510749252,0.0,96.15749091377695,37.65002508487242,167.97064414239134,0.16813877970986527,0.012046495309858891,0.0,0.5071597622034657,0.19857608167125743,0.8859211188944712
C1Elowe,E,Lowe,1198.6007165002004,145.4444723638727,0.0,3264.3370075858857,467.1218993160397,5075.504095765926,6.321733736813997,0.7671121960119877,0.0,17.216967339587963,2.4637230976583675,26.769536370073578,11.27077789789217,0.0,28.312780724341454,0.8726668341832371,0.0,77.10862894858481,37.65002508487242,143.94410159197648,0.14932901225916903,0.004602673176071928,0.0,0.4066910809524528,0.19857608167125743,0.7591988480589447
C1Nclear,N,Clear,1332.9919894104307,186.2492004539406,0.0,3151.0717974922895,467.1218993160397,5137.434886672842,7.030548467355878,0.98232700661361,0.0,16.61957699099303,2.4637230976583675,27.096175562620047,11.408302797129675,0.0,31.487307978316636,1.117495202723643,0.0,74.4331315849259,37.65002508487242,144.68795985084236,0.16607229946372765,0.005893962039681657,0.0,0.3925798079373733,0.19857608167125743,0.763122151112038
C1Nexist,N,Exist,1288.7255508704704,741.8013892060668,0.0,3157.013594748928,467.1218993160397,5654.662434141237,6.797075690243423,3.912454584420201,0.0,16.650915584118906,2.4637230976583675,29.824168956441323,12.556869855730554,0.0,30.441667048378534,4.450808335236408,0.0,74.57348591687293,37.65002508487242,147.11598638535315,0.16055731565597808,0.02347472750652117,0.0,0.39332007340122843,0.19857608167125743,0.7759281982349874
C1Nlowe,N,Lowe,1167.5822927608153,308.6839073007581,0.0,2666.3259213271112,467.1218993160397,4609.714020704782,6.158134455490521,1.62807967985632,0.0,14.062900428940472,2.4637230976583675,24.312837661944435,10.236434040808122,0.0,27.58007815070133,1.8521034438045472,0.0,62.9826931612228,37.65002508487242,130.0648998405958,0.14546454720834043,0.009768478079137914,0.0,0.33218720021741993,0.19857608167125743,0.68599630717614
C1Sclear,S,Clear,1996.775251634708,17.11264996906518,0.0,5024.205457301781,467.1218993160397,7505.215258221213,10.53151504026399,0.09025659266384592,0.0,26.498973930916616,2.4637230976583675,39.58446866150457,16.666248840553077,0.0,47.16688308044866,0.10267589981439106,0.0,118.67941130718107,37.65002508487242,203.5989953723164,0.24877048038215827,0.0005415395559830752,0.0,0.6259462621686764,0.19857608167125743,1.0738343637780396
C1Sexist,S,Exist,2072.1154891284377,153.5729292361365,0.0,5249.446218842814,467.1218993160397,7942.256536523206,10.928879162068405,0.8099838039880615,0.0,27.686952631027395,2.4637230976583675,41.8895386947429,17.636752476647757,0.0,48.94653463122591,0.9214375754168191,0.0,123.99994232631448,37.65002508487242,211.51793961783233,0.2581568282237447,0.0048599028239283675,0.0,0.6540081346324594,0.19857608167125743,1.1156009473514286
C1Slowe,S,Lowe,1616.6704064478552,50.95105138308862,0.0,3827.268932474819,467.1218993160397,5962.012289621601,8.526742650040589,0.26872917396143775,0.0,20.186017576344067,2.4637230976583675,31.445212498004526,13.239377818034463,0.0,38.18822572953009,0.30570630829853157,0.0,90.40594133351962,37.65002508487242,166.54989845621557,0.20141469266624518,0.001612375043768627,0.0,0.4768245850924049,0.19857608167125743,0.8784277344737111
C2Wclear,W,Clear,1994.4359174264146,275.77241870814527,0.0,5151.8190858439375,467.1218993160397,7889.149321294587,10.519176779676684,1.4544958792623697,0.0,27.172041592003684,2.4637230976583675,41.60943734860035,17.518821406881408,0.0,47.11162443130652,1.6546345122488708,0.0,121.6938402430329,37.65002508487242,208.1101242714525,0.24847903181060732,0.008726975275574214,0.0,0.6418451489611396,0.19857608167125743,1.0976272377186254
C2Wexist,W,Exist,2074.5864853934554,707.7156243458535,0.0,5414.7588843584135,467.1218993160397,8664.182893413506,10.941911842790775,3.732677343596283,0.0,28.558854875308135,2.4637230976583675,45.69716715935351,19.239878289102645,0.0,49.00490333938206,4.24629374607513,0.0,127.90488013026047,37.65002508487242,218.8061023005947,0.2584646800600962,0.022396064061577688,0.0,0.674603798155383,0.19857608167125743,1.1540406239482823
C2Wlowe,W,Lowe,1604.8503654359286,487.03800902518174,0.0,4008.2776348333678,467.1218993160397,6567.287908610239,8.464400661580521,2.5687658703859784,0.0,21.140704825070532,2.4637230976583675,34.63759445469521,14.583466393260657,0.0,37.90901829646257,2.9222280541510908,0.0,94.68164351567702,37.65002508487242,173.1629149511608,0.19994207962264177,0.01541259522231589,0.0,0.499375756939224,0.19857608167125743,0.9133065134554821
C3Wclear,W,Clear,1934.348663742596,298.0116608153103,0.0,5048.689418561337,467.1218993160397,7748.171642435323,10.202260884717255,1.5717914599963618,0.0,26.628108747686337,2.4637230976583675,40.8658841900589,17.205763220540636,0.0,45.692271668983686,1.7880699648918597,0.0,119.25775989054337,37.65002508487242,204.38812660928738,0.24099299403474628,0.009430748759978184,0.0,0.6289966238952694,0.19857608167125743,1.0779964483612234
C3Wexist,W,Exist,2006.3312497663633,747.2077097365328,0.0,5298.089808170323,467.1218993160397,8518.750666989106,10.581915874295312,3.940968933209563,0.0,27.94351164646801,2.4637230976583675,44.9301195516307,18.91692823482289,0.0,47.39261036058524,4.4832462584192,0.0,125.14897824737956,37.65002508487242,214.67485995126273,0.2499610251085951,0.023645813599257378,0.0,0.6600684506718345,0.19857608167125743,1.1322513710509559
C3Wlowe,W,Lowe,1565.463066638877,513.0030778649747,0.0,3947.480798210216,467.1218993160397,6493.068842030391,8.256661743876077,2.7057124359966984,0.0,20.820046404062314,2.4637230976583675,34.246143681594404,14.41865387426161,0.0,36.97863010396045,3.078018467189846,0.0,93.24552931989132,37.65002508487242,170.9522029759116,0.1950349689027347,0.016234274615980225,0.0,0.49180131497832386,0.19857608167125743,0.9016466401683283
