B_Scenario,B_Date_Time,B_Elevation,B_GlazingSystem,B_HeatingElecEnergy[J](Hourly),B_HeatingGasEnergy[J](Hourly),B_FanEnergy[J](Hourly),B_CoolingEnergy[J](Hourly),B_LightingEnergy[J](Hourly),B_PeakEnergy[J](Hourly),B_PeakEnergy(w),B_PeakEnergy(w/sf),C_Scenario,C_Date_Time,C_Elevation,C_GlazingSystem,C_HeatingElecEnergy[J](Hourly),C_HeatingGasEnergy[J](Hourly),C_FanEnergy[J](Hourly),C_CoolingEnergy[J](Hourly),C_LightingEnergy[J](Hourly),C_PeakEnergy[J](Hourly),C_PeakEnergy(w),C_PeakEnergy(w/sf),L_Scenario,L_Date_Time,L_Elevation,L_GlazingSystem,L_HeatingElecEnergy[J](Hourly),L_HeatingGasEnergy[J](Hourly),L_FanEnergy[J](Hourly),L_CoolingEnergy[J](Hourly),L_LightingEnergy[J](Hourly),L_PeakEnergy[J](Hourly),L_PeakEnergy(w),L_PeakEnergy(w/sf),DeltaClear_PeakEnergy(w),DeltaClear_PeakEnergy(w/sf),DeltaLowe_PeakEnergy(w),DeltaLowe_PeakEnergy(w/sf)
cle_com_elec_01, 02/06  08:00:00,N,Exist,20691710.05,0,1959090.5980000002,0.0,71215.1944,22722015.842400003,6311.671067333335,19.152392860972036,cle_com_elec_05, 02/06  08:00:00,N,Exist_Clear,15997547.11,0,1773405.4009999998,0.0,71215.1944,17842167.7054,4956.157695944445,15.039167640553616,cle_com_elec_09, 02/06  08:00:00,N,Exist_LowE,16624544.58,0,1406847.888,0.0,71215.1944,18102607.6624,5028.502128444445,15.258692545727339,1355.51337138889,4.113225220418419,1283.16893888889,3.893700315244697
cle_com_elec_02, 02/06  08:00:00,E,Exist,21260780.14,0,1133606.621,0.0,71215.1944,22465601.9554,6240.444987611111,18.936261531212597,cle_com_elec_06, 02/06  08:00:00,E,Exist_Clear,16612500.02,0,1105630.595,0.0,71215.1944,17789345.8094,4941.4849470555555,14.994644051147187,cle_com_elec_10, 02/06  08:00:00,E,Exist_LowE,17063908.53,0,888373.791,0.0,71215.1944,18023497.515400004,5006.527087611112,15.192010582949814,1298.9600405555557,3.9416174800654105,1233.9178999999995,3.744250948262783
cle_com_elec_03, 02/06  08:00:00,S,Exist,20204067.82,0,1835447.945,0.0,71215.1944,22110730.959400002,6141.869710944445,18.63714067954618,cle_com_elec_07, 02/06  08:00:00,S,Exist_Clear,15175402.95,0,1664468.5590000001,0.0,71215.1944,16911086.7034,4697.5240842777785,14.254359230094913,cle_com_elec_11, 02/06  08:00:00,S,Exist_LowE,15888486.55,0,1332447.912,0.0,71215.1944,17292149.656400003,4803.374904555556,14.575557288895633,1444.3456266666662,4.382781449451269,1338.4948063888887,4.061583390650549
cle_com_elec_04, 02/06  08:00:00,W,Exist,20701433.11,0,1644337.0180000002,0.0,71215.1944,22416985.3224,6226.940367333334,18.895282559045164,cle_com_elec_08, 02/06  08:00:00,W,Exist_Clear,16225577.92,0,1465456.945,0.0,71215.1944,17762250.0594,4933.958349833333,14.97180503666616,cle_com_elec_12, 02/06  08:00:00,W,Exist_LowE,16502886.66,0,1182096.112,0.0,71215.1944,17756197.9664,4932.277212888889,14.96670372595627,1292.9820175000004,3.923477522379004,1294.6631544444444,3.9285788330888938
