B_Scenario,B_Elevation,B_GlazingSystem,B_FanEnergy(kBtu),B_HeatingElecEnergy(kBtu),B_HeatingGasEnergy(kBtu),B_CoolingEnergy(kBtu),B_LightingEnergy(kBtu),B_AnnualEnergy(kBtu),B_FanEnergy(kBtu/sf),B_HeatingElecEnergy(kBtu/sf),B_HeatingGasEnergy(kBtu/sf),B_CoolingEnergy(kBtu/sf),B_LightingEnergy(kBtu/sf),B_EUI(kBtu/sf),B_CO2_Electric(lb/sf),B_CO2_Gas(lb/sf),B_FanCost($),B_HeatingElecCost($),B_HeatingGasCost($),B_CoolingCost($),B_LightingCost($),B_AnnualCost($),B_FanCost($/sf),B_HeatingElecCost($/sf),B_HeatingGasCost($/sf),B_CoolingCost($/sf),B_LightingCost($/sf),B_AnnualCost($/sf)
cle_com_elec_01,N,Exist,10817.87,13677.75,0.0,7361.51,705.21,32562.34,32.83,41.5,0.0,22.34,2.14,98.81,41.6,0.0,308.16,76.6,0.0,209.7,705.21,1299.67,0.94,0.23,0.0,0.64,2.14,3.94
cle_com_elec_02,E,Exist,6247.16,16544.9,0.0,5039.81,705.21,28537.08,18.96,50.2,0.0,15.29,2.14,86.59,36.46,0.0,177.96,92.65,0.0,143.57,705.21,1119.38,0.54,0.28,0.0,0.44,2.14,3.4
cle_com_elec_03,S,Exist,9947.47,10771.22,0.0,9631.51,705.21,31055.4,30.19,32.68,0.0,29.23,2.14,94.24,39.68,0.0,283.37,60.32,0.0,274.37,705.21,1323.26,0.86,0.18,0.0,0.83,2.14,4.02
cle_com_elec_04,W,Exist,8803.37,10661.49,0.0,9533.0,705.21,29703.07,26.71,32.35,0.0,28.93,2.14,90.13,37.95,0.0,250.78,59.7,0.0,271.56,705.21,1287.25,0.76,0.18,0.0,0.82,2.14,3.91
