B_Scenario,B_Elevation,B_GlazingSystem,B_FanEnergy(kBtu),B_HeatingElecEnergy(kBtu),B_HeatingGasEnergy(kBtu),B_CoolingEnergy(kBtu),B_LightingEnergy(kBtu),B_AnnualEnergy(kBtu),B_FanEnergy(kBtu/sf),B_HeatingElecEnergy(kBtu/sf),B_HeatingGasEnergy(kBtu/sf),B_CoolingEnergy(kBtu/sf),B_LightingEnergy(kBtu/sf),B_EUI(kBtu/sf),B_CO2_Electric(lb/sf),B_CO2_Gas(lb/sf),B_FanCost($),B_HeatingElecCost($),B_HeatingGasCost($),B_CoolingCost($),B_LightingCost($),B_AnnualCost($),B_FanCost($/sf),B_HeatingElecCost($/sf),B_HeatingGasCost($/sf),B_CoolingCost($/sf),B_LightingCost($/sf),B_AnnualCost($/sf),C_FanEnergy(kBtu),C_HeatingElecEnergy(kBtu),C_HeatingGasEnergy(kBtu),C_CoolingEnergy(kBtu),C_LightingEnergy(kBtu),C_AnnualEnergy(kBtu),C_FanEnergy(kBtu/sf),C_HeatingElecEnergy(kBtu/sf),C_HeatingGasEnergy(kBtu/sf),C_CoolingEnergy(kBtu/sf),C_LightingEnergy(kBtu/sf),C_EUI(kBtu/sf),C_CO2_Electric(lb/sf),C_CO2_Gas(lb/sf),C_FanCost($),C_HeatingElecCost($),C_HeatingGasCost($),C_CoolingCost($),C_LightingCost($),C_AnnualCost($),C_FanCost($/sf),C_HeatingElecCost($/sf),C_HeatingGasCost($/sf),C_CoolingCost($/sf),C_LightingCost($/sf),C_AnnualCost($/sf),L_FanEnergy(kBtu),L_HeatingElecEnergy(kBtu),L_HeatingGasEnergy(kBtu),L_CoolingEnergy(kBtu),L_LightingEnergy(kBtu),L_AnnualEnergy(kBtu),L_FanEnergy(kBtu/sf),L_HeatingElecEnergy(kBtu/sf),L_HeatingGasEnergy(kBtu/sf),L_CoolingEnergy(kBtu/sf),L_LightingEnergy(kBtu/sf),L_EUI(kBtu/sf),L_CO2_Electric(lb/sf),L_CO2_Gas(lb/sf),L_FanCost($),L_HeatingElecCost($),L_HeatingGasCost($),L_CoolingCost($),L_LightingCost($),L_AnnualCost($),L_FanCost($/sf),L_HeatingElecCost($/sf),L_HeatingGasCost($/sf),L_CoolingCost($/sf),L_LightingCost($/sf),L_AnnualCost($/sf),DeltaClear_FanEnergy(kBtu/sf),DeltaClear_HeatingElecEnergy(kBtu/sf),DeltaClear_HeatingGasEnergy(kBtu/sf),DeltaClear_CoolingEnergy(kBtu/sf),DeltaClear_LightingEnergy(kBtu/sf),DeltaClear_EUI(kBtu/sf),DeltaClear_CO2_Electric(lb/sf),DeltaClear_CO2_Gas(lb/sf),DeltaClear_FanCost($),DeltaClear_HeatingElecCost($),DeltaClear_HeatingGasCost($),DeltaClear_CoolingCost($),DeltaClear_LightingCost($),DeltaClear_AnnualCost($),DeltaClear_FanCost($/sf),DeltaClear_HeatingElecCost($/sf),DeltaClear_HeatingGasCost($/sf),DeltaClear_CoolingCost($/sf),DeltaClear_LightingCost($/sf),DeltaClear_AnnualCost($/sf),DeltaLowe_FanEnergy(kBtu/sf),DeltaLowe_HeatingElecEnergy(kBtu/sf),DeltaLowe_HeatingGasEnergy(kBtu/sf),DeltaLowe_CoolingEnergy(kBtu/sf),DeltaLowe_LightingEnergy(kBtu/sf),DeltaLowe_EUI(kBtu/sf),DeltaLowe_CO2_Electric(lb/sf),DeltaLowe_CO2_Gas(lb/sf),DeltaLowe_FanCost($),DeltaLowe_HeatingElecCost($),DeltaLowe_HeatingGasCost($),DeltaLowe_CoolingCost($),DeltaLowe_LightingCost($),DeltaLowe_AnnualCost($),DeltaLowe_FanCost($/sf),DeltaLowe_HeatingElecCost($/sf),DeltaLowe_HeatingGasCost($/sf),DeltaLowe_CoolingCost($/sf),DeltaLowe_LightingCost($/sf),DeltaLowe_AnnualCost($/sf)
cle_res_elec_01,N,Exist,15870.813297932278,12879.283109783359,0.0,9200.17860540436,647.135225283412,38597.4102384054,48.15904505517064,39.08142348591526,0.0,27.91739828676791,1.9636935981898054,117.12156042605218,49.311690586180795,0.0,575.8279988819461,149.39968407348755,0.0,333.80270665747366,62.901543897545054,1121.9319335103858,1.7473160336270592,0.45334451243661733,0.0,1.0129045870352642,0.19087101774403833,3.404436150843258,14193.990823044498,5165.626030870638,0.0,9394.623352648749,647.135225283412,29401.375431849065,43.070826348191524,15.674786924201548,0.0,28.50742938142535,1.9636935981898054,89.21673625200776,37.562922464182634,0.0,514.9891929512535,59.92126195809918,0.0,340.857589579785,62.901543897545054,978.6695883866387,1.5627042723444853,0.18182752832073876,0.0,1.0343122123495254,0.19087101774403833,2.9697150307590587,5937.392418634329,9956.750097195085,0.0,4798.290098481968,647.135225283412,21339.567839594336,18.01666641976571,30.21316976845715,0.0,14.560127745355663,1.9636935981898054,64.75365753176843,27.263232430600375,0.0,215.42165047350827,115.4983011274627,0.0,174.09251394969334,62.901543897545054,567.9140094482433,0.6536842678609525,0.3504727693141042,0.0,0.528273445454994,0.19087101774403833,1.72330150037397,5.08821870698775,23.406636561713682,0.0,-0.5900310946575438,0.0,27.90482417404419,11.748768121997752,0.0,60.83880593065589,89.47842211538806,0.0,-7.054882922314107,0.0,143.2623451237383,0.18461176128252266,0.27151698411587916,0.0,-0.021407625314259045,0.0,0.43472112008417096,30.142378635410665,8.868253717458087,0.0,13.357270541412218,0.0,52.367902894283155,22.048458155580033,0.0,360.40634840830455,33.90138294602454,0.0,159.71019270777896,0.0,554.0179240621399,1.0936317657664671,0.10287174312251385,0.0,0.4846311415802749,0.0,1.6811346504692462
cle_res_elec_02,E,Exist,8259.813160863017,17054.302329459246,0.0,5977.873983738141,647.135225283412,31939.124699342887,25.063914916889956,51.750272582185616,0.0,18.13950533678693,1.9636935981898054,96.9173864340553,40.80512721033059,0.0,299.68418090942447,197.82990702172734,0.0,216.89041065538882,62.901543897545054,777.3060424840631,0.909373936912167,0.6003031619533538,0.0,0.658141133835194,0.19087101774403833,2.35868925044474,7624.3433236119,8018.799342092904,0.0,6249.21847520808,647.135225283412,22539.496366196185,23.13561924931249,24.33257272672701,0.0,18.96288416084983,1.9636935981898054,68.39476973508174,28.7962499015614,0.0,276.6279381155286,93.01807236827767,0.0,226.73538536447316,62.901543897545054,659.2829397458222,0.8394111306795705,0.2822578436300339,0.0,0.688015127793878,0.19087101774403833,2.000555119847693,9924.371595015778,6040.586475039597,0.0,8696.454440934702,647.135225283412,25308.547736275035,30.114919117026286,18.32980268560036,0.0,26.388877077635332,1.9636935981898054,76.79729247845562,32.33396405220417,0.0,360.07802047946814,70.07080311045928,0.0,315.52648651866167,62.901543897545054,808.5768540061171,1.0926354740687745,0.21262571115296433,0.0,0.9574464770707397,0.19087101774403833,2.4535786800367463,1.9282956675777094,27.41769985545858,0.0,-0.8233788240630153,0.0,28.52261669897335,12.008877308768731,0.0,23.05624279388323,104.81183465344989,0.0,-9.844974709084928,0.0,118.02310273825174,0.0699628062323996,0.31804531832332,0.0,-0.02987399395868594,0.0,0.3581341305970286,-5.051004200137609,33.42046989658537,0.0,-8.249371740848407,0.0,20.12009395559954,8.47116315812604,0.0,-60.39383957004525,127.75910391126769,0.0,-98.63607586327397,0.0,-31.270811522049122,-0.18326153715687027,0.38767745080038835,0.0,-0.29930534323554625,0.0,-0.0948894295920167
cle_res_elec_03,S,Exist,14327.824846642625,10939.336266515369,0.0,11621.994999988156,647.135225283412,37536.29133842779,43.476937783764456,33.19476943260607,0.0,35.26625701710851,1.9636935981898054,113.90165783167315,47.956014996869655,0.0,519.8449855651189,126.89630069157792,0.0,421.67152988495013,62.901543897545054,1131.3143600391943,1.577438888074769,0.38505932541823074,0.0,1.2795373384462194,0.19087101774403833,3.432906569683513,12611.761733332012,4045.464329989191,0.0,11659.743070524948,647.135225283412,28964.104359130044,38.269645678447304,12.275722439657654,0.0,35.38080130640244,1.9636935981898054,87.8898630226983,37.00426902844628,0.0,457.5824430009685,46.92738622787451,0.0,423.0411128742295,62.901543897545054,990.4524860005538,1.3885068821147846,0.14239838030002894,0.0,1.2836932570906627,0.19087101774403833,3.005469537249435,8801.692893687663,5879.154596078732,0.0,8492.674329806969,647.135225283412,23820.65704485783,26.708216943370722,17.839947188829367,0.0,25.770518372953987,1.9636935981898054,72.28237610334652,30.433048810792084,0.0,319.3447689543321,68.19819331451336,0.0,308.1328960705985,62.901543897545054,758.5774022369593,0.9690328294773751,0.2069433873904211,0.0,0.9350110637857686,0.19087101774403833,2.301858298397706,5.207292105320563,20.91904699294846,0.0,-0.11454428929397434,0.0,26.011794808975587,10.951745968422944,0.0,62.2625425642295,79.96891446370329,0.0,-1.3695829892790654,0.0,140.86187403864747,0.1889320059603142,0.24266094511820294,0.0,-0.0041559186444516585,0.0,0.42743703243407016,16.76872084039346,15.354822243776677,0.0,9.495738644154532,0.0,41.61928172832625,17.52296618607728,0.0,200.5002166108348,58.698107377064666,0.0,113.53863381435178,0.0,372.7369578022308,0.6084060585974632,0.17811593802780978,0.0,0.3445262746604507,0.0,1.1310482712858128
cle_res_elec_04,W,Exist,12810.846489050904,10707.237135820416,0.0,11439.706093671151,647.135225283412,35604.92494382821,38.873756604624155,32.49047833658154,0.0,34.71311210338693,1.9636935981898054,108.04104064278002,45.488519341829864,0.0,464.80567563199156,124.20395077551667,0.0,415.0576875964445,62.901543897545054,1066.9688579014426,1.4104253546711891,0.37688954870434416,0.0,1.2594680248716261,0.19087101774403833,3.237653945991314,11134.11577757312,3994.524531673041,0.0,11429.222072992447,647.135225283412,27204.997607521716,33.785816348265996,12.12114863199221,0.0,34.68129896219829,1.9636935981898054,82.55195754065156,34.756850683340325,0.0,403.97019907946174,46.33648456740717,0.0,414.6773042768052,62.901543897545054,927.8855318211819,1.2258236961898916,0.14060532413110957,0.0,1.2583137741672128,0.19087101774403833,2.815613812232376,11130.852655199473,7319.854999538809,0.0,7120.786112580756,647.135225283412,26218.628992601207,33.775914596262645,22.211667423877472,0.0,21.60760465052574,1.9636935981898054,79.55888026885548,33.496675359596146,0.0,403.8518058255707,84.91031799465026,0.0,258.3577754145058,62.901543897545054,810.0214431323195,1.225464438857809,0.2576553421169785,0.0,0.7839714016522678,0.19087101774403833,2.457962200371169,5.087940256350724,20.369329704589287,0.0,0.0318131411887107,0.0,25.489083102128916,10.731668658489394,0.0,60.83547655249842,77.86746620810978,0.0,0.3803833196412491,0.0,139.0833260802537,0.18460165848130541,0.23628422457323503,0.0,0.001154250704418937,0.0,0.4220401337589211,5.097842008359318,10.278810912704017,0.0,13.105507452861314,0.0,28.482160373925016,11.991843982233549,0.0,60.95386980630303,39.29363278086671,0.0,156.69991218194036,0.0,256.9474147691174,0.1849609158134286,0.11923420658736689,0.0,0.4754966232193612,0.0,0.7796917456201297
